Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,3+,Not Graduate,No,3095,0.0,113,360,1,Rural,Y
Male,Yes,0,Graduate,No,2083,3150.0,128,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,10833,0.0,234,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,8333,0.0,246,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,1958,2436.0,131,360,1,Rural,Y
Male,No,2,Graduate,No,3547,0.0,80,360,0,Rural,N
Male,Yes,1,Graduate,No,18333,0.0,500,360,1,Urban,N
Male,Yes,2,Graduate,Yes,4583,2083.0,160,360,1,Semiurban,Y
Male,No,0,Graduate,No,2435,0.0,75,360,1,Urban,N
Male,No,0,Not Graduate,No,3691,0.0,110,360,1,Rural,Y
Female,No,0,Not Graduate,Yes,17263,0.0,225,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,3597,2157.0,119,360,0,Rural,N
Female,Yes,1,Graduate,No,3326,913.0,105,84,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,2600,1700.0,107,360,1,Rural,Y
Male,Yes,1,Graduate,Yes,2895,0.0,95,360,1,Semiurban,Y
Male,No,0,Graduate,No,6283,4416.0,209,360,0,Rural,N
Female,No,0,Graduate,No,645,3683.0,113,480,1,Rural,Y
Female,No,0,Graduate,No,3159,0.0,100,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,4865,5624.0,208,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,3814,1483.0,124,300,1,Semiurban,Y
Male,Yes,2,Graduate,No,3510,4416.0,243,360,1,Rural,Y
Male,Yes,0,Graduate,Yes,2479,3013.0,188,360,1,Urban,Y
Female,No,1,Graduate,No,13262,0.0,40,360,1,Urban,Y
Male,No,0,Not Graduate,No,3598,1287.0,100,360,1,Rural,N
Male,Yes,1,Graduate,No,6065,2004.0,250,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,3283,2035.0,148,360,1,Urban,Y
Male,Yes,0,Graduate,No,2130,6666.0,70,180,1,Semiurban,N
Male,No,0,Graduate,No,5815,3666.0,311,360,1,Rural,N
Male,Yes,3+,Graduate,No,3466,3428.0,150,360,1,Rural,Y
Female,Yes,2,Graduate,No,2031,1632.0,113,480,1,Semiurban,Y
Male,No,0,Graduate,No,4683,1915.0,185,360,1,Semiurban,N
Female,No,0,Not Graduate,No,3400,0.0,95,360,1,Rural,N
Male,Yes,2,Not Graduate,No,2192,1742.0,45,360,1,Semiurban,Y
Male,No,0,Graduate,No,2500,0.0,55,360,1,Semiurban,Y
Male,Yes,3+,Graduate,Yes,5677,1424.0,100,360,1,Rural,Y
Male,Yes,2,Graduate,Yes,7948,7166.0,480,360,1,Rural,Y
Male,Yes,2,Graduate,Yes,17500,0.0,400,360,1,Rural,Y
Male,Yes,0,Graduate,No,3775,0.0,110,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,5285,1430.0,161,360,0,Semiurban,Y
Male,No,1,Not Graduate,No,2679,1302.0,94,360,1,Semiurban,Y
Male,No,0,Not Graduate,No,6783,0.0,130,360,1,Semiurban,Y
Male,Yes,3+,Graduate,No,4281,0.0,100,360,1,Urban,Y
Male,No,2,Graduate,No,3588,0.0,110,360,0,Rural,N
Female,No,0,Not Graduate,Yes,18165,0.0,125,360,1,Urban,Y
Male,Yes,0,Graduate,No,6133,3906.0,324,360,1,Urban,Y
Male,No,2,Graduate,No,3617,0.0,107,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,2917,536.0,66,360,1,Rural,N
Male,Yes,3+,Graduate,No,6417,0.0,157,180,1,Rural,Y
Female,Yes,1,Graduate,No,4608,2845.0,140,180,1,Semiurban,Y
Female,No,0,Graduate,No,2138,0.0,99,360,0,Semiurban,N
Male,Yes,1,Not Graduate,No,2239,2524.0,128,360,1,Urban,Y
Male,Yes,0,Graduate,No,2768,1950.0,155,360,1,Rural,Y
Male,No,0,Not Graduate,No,3358,0.0,80,36,1,Semiurban,N
Male,No,0,Graduate,No,2526,1783.0,145,360,1,Rural,Y
Female,No,0,Graduate,No,5000,0.0,103,360,0,Semiurban,N
Male,Yes,0,Graduate,No,2785,2016.0,110,360,1,Rural,Y
Male,Yes,1,Graduate,No,3333,3250.0,158,360,1,Urban,Y
Male,Yes,0,Not Graduate,No,2454,2333.0,181,360,0,Urban,N
Male,Yes,0,Graduate,No,3593,4266.0,132,180,0,Rural,N
Male,Yes,1,Graduate,No,5468,1032.0,26,360,1,Semiurban,Y
Male,Yes,3+,Graduate,Yes,10139,0.0,260,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,3887,2669.0,162,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,4180,2306.0,182,360,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,3675,242.0,108,360,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,19484,0.0,600,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,5923,2054.0,211,360,1,Rural,Y
Male,No,0,Not Graduate,Yes,5800,0.0,132,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,8799,0.0,258,360,0,Urban,N
Male,No,0,Graduate,No,3333,0.0,70,360,1,Urban,Y
Male,Yes,3+,Graduate,No,3400,2500.0,123,360,0,Rural,N
Female,No,0,Graduate,No,2378,0.0,9,360,1,Urban,N
Male,Yes,0,Graduate,No,3166,2064.0,104,360,0,Urban,N
Male,Yes,1,Graduate,No,3417,1750.0,186,360,1,Urban,Y
Male,Yes,2,Graduate,No,16666,0.0,275,360,1,Urban,Y
Male,Yes,2,Not Graduate,No,6125,1625.0,187,480,1,Semiurban,N
Male,Yes,3+,Graduate,No,6406,0.0,150,360,1,Semiurban,N
Male,Yes,2,Graduate,No,3159,461.0,108,84,1,Urban,Y
Male,No,0,Graduate,No,3229,2739.0,110,360,1,Urban,Y
Male,Yes,1,Graduate,No,1782,2232.0,107,360,1,Rural,Y
Male,Yes,2,Graduate,No,6540,0.0,205,360,1,Semiurban,Y
Male,No,0,Graduate,No,1836,33837.0,90,360,1,Urban,N
Female,Yes,0,Graduate,No,3166,0.0,36,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,2787,1917.0,146,360,0,Rural,N
Male,Yes,1,Graduate,No,4283,3000.0,172,84,1,Rural,N
Male,Yes,0,Graduate,No,2297,1522.0,104,360,1,Urban,Y
Female,No,0,Not Graduate,No,2165,0.0,70,360,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,2726,0.0,106,360,0,Semiurban,N
Male,Yes,0,Graduate,No,3000,3416.0,56,180,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,6000,0.0,205,240,1,Semiurban,N
Male,Yes,0,Graduate,No,3859,3300.0,142,180,1,Rural,Y
Male,Yes,0,Graduate,Yes,16120,0.0,260,360,1,Urban,Y
Male,No,0,Not Graduate,No,3833,0.0,110,360,1,Rural,Y
Male,Yes,2,Not Graduate,Yes,6383,1000.0,187,360,1,Rural,N
Male,Yes,0,Graduate,Yes,9963,0.0,180,360,1,Rural,Y
Male,Yes,2,Graduate,No,5780,0.0,192,360,1,Urban,Y
Male,Yes,3+,Graduate,No,5703,0.0,128,360,1,Urban,Y
Male,No,0,Graduate,No,3676,4301.0,172,360,1,Rural,Y
Female,Yes,1,Graduate,No,12000,0.0,496,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,3400,2500.0,173,360,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,3987,1411.0,157,360,1,Rural,Y
Male,Yes,0,Graduate,No,3232,1950.0,108,360,1,Rural,Y
Female,No,0,Graduate,No,2900,0.0,71,360,1,Rural,Y
Male,Yes,3+,Graduate,No,4106,0.0,40,180,1,Rural,Y
Male,Yes,1,Graduate,No,8072,240.0,253,360,1,Urban,Y
Male,Yes,2,Graduate,No,7583,0.0,187,360,1,Urban,Y
Female,No,0,Graduate,Yes,4583,0.0,133,360,0,Semiurban,N
