Administrative,Administrative_Duration,Informational_Duration,ProductRelated,ProductRelated_Duration,PageValues,Region,VisitorType
0,0,0,1,0,0,1,Returning_Visitor
1,7.5,0,19,216.1666667,0,1,Returning_Visitor
4,130.5,51,43,2265.529221,14.792,4,Returning_Visitor
0,0,0,23,1299.5,0,1,Returning_Visitor
0,0,0,6,103,0,1,Returning_Visitor
0,0,0,16,129.3333333,0,1,Returning_Visitor
0,0,0,2,162,0,1,Returning_Visitor
2,96,0,5,122,0,1,Returning_Visitor
7,228.125,0,71,1294.251207,4.508271053,3,Returning_Visitor
7,133.1666667,80,10,246.7916667,0,1,New_Visitor
1,6,0,18,199.5,0,4,Returning_Visitor
0,0,0,28,2529.75,0,1,Returning_Visitor
0,0,0,9,2081,0,2,Returning_Visitor
1,10,0,82,706.2996032,0,4,Returning_Visitor
6,91.98484848,58.95238095,54,2407.322811,0,3,Returning_Visitor
2,47,0,42,1528.382468,17.69657143,1,New_Visitor
0,0,0,5,151.2,0,3,Returning_Visitor
2,2,0,0,0,0,3,Returning_Visitor
0,0,0,38,314.8333333,0,1,Returning_Visitor
0,0,56,9,379,0,2,New_Visitor
2,48,0,3,66.5,0,1,Returning_Visitor
1,135.5,0,50,824.6666667,0,2,Returning_Visitor
7,186.1,0,32,906.3,20.91692308,1,Returning_Visitor
0,0,0,3,57,0,1,Returning_Visitor
0,0,0,6,117,0,4,Returning_Visitor
0,0,0,1,0,0,4,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
0,0,0,3,311,0,1,Returning_Visitor
0,0,0,39,905.6,0,1,Returning_Visitor
0,0,0,8,100,0,1,Returning_Visitor
0,0,0,30,986.5,0,3,Returning_Visitor
4,32.66666667,0,34,1378.966667,18.46989474,1,Returning_Visitor
1,299,0,4,212.5,0,2,Returning_Visitor
2,14.5,0,23,316.3333333,0,2,Returning_Visitor
0,0,0,30,1184.5,0,1,Returning_Visitor
3,177,0,3,184.5,0,4,New_Visitor
5,187.2666667,17,64,2121.304304,4.873969358,3,Returning_Visitor
3,76.5,66,16,315.3666667,0,1,Returning_Visitor
0,0,0,19,950,0,1,Returning_Visitor
0,0,0,3,29,0,1,Returning_Visitor
1,5,0,7,228,0,3,Returning_Visitor
0,0,0,2,205,0,1,Returning_Visitor
0,0,0,14,101,0,1,Returning_Visitor
2,145,0,7,196.5,0,4,Returning_Visitor
0,0,0,2,0,0,1,Returning_Visitor
3,47,0,22,486.5,0,3,Returning_Visitor
12,240.2,0,90,1221.853846,1.722164948,1,Returning_Visitor
0,0,0,30,1370.833333,0,2,Returning_Visitor
0,0,0,15,1652,0,1,Returning_Visitor
2,123,0,6,178.3333333,0,1,Returning_Visitor
0,0,0,43,1146.5,0,1,Returning_Visitor
2,29.33333333,0,98,2680.828571,16.04860714,3,Returning_Visitor
1,47,0,11,197.5,0,1,New_Visitor
5,152.875,81,46,2295.182143,21.02481633,4,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
0,0,0,17,248.9,0,3,Returning_Visitor
0,0,0,44,1151.116667,7.529302326,1,Returning_Visitor
1,10,0,28,830,0,1,Returning_Visitor
0,0,0,21,358.25,0,4,Returning_Visitor
5,72.5,0,16,1154.766667,0,1,Returning_Visitor
1,38,16,30,1522.816667,0,2,Returning_Visitor
3,76.75,0,36,1100.916667,18.99269231,1,Returning_Visitor
0,0,0,33,663.2333333,0,3,Returning_Visitor
2,353,0,24,2874.083333,0,3,Returning_Visitor
0,0,0,2,28,0,1,Returning_Visitor
0,0,0,28,534.5833333,0,4,Returning_Visitor
0,0,0,10,262.6666667,0,1,Returning_Visitor
6,43.1,0,56,1056.15,4.163259563,4,Returning_Visitor
8,119,0,31,1273.875,12.63441176,1,New_Visitor
0,0,66,27,875.5,0,1,Returning_Visitor
0,0,0,13,0,0,2,Returning_Visitor
2,16.66666667,0,9,63.66666667,0,4,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
0,0,0,22,1443.25,0,1,Returning_Visitor
2,18,15,30,569.1190476,0,1,Returning_Visitor
3,231,0,16,386.4444444,0,1,Returning_Visitor
1,24,0,10,238.5,0,3,New_Visitor
0,0,0,3,17,0,1,Returning_Visitor
0,0,0,1,0,0,4,Returning_Visitor
0,0,0,2,59,0,1,Returning_Visitor
4,92.25,0,47,1506.220833,8.011553351,1,Returning_Visitor
7,145,0,7,96,0,1,New_Visitor
4,155.5,0,20,588.9,0,1,New_Visitor
7,135.9166667,0,43,1719.416667,4.242688406,3,Returning_Visitor
0,0,0,4,41,0,1,Returning_Visitor
5,119.15,0,17,457.2333333,0,3,Returning_Visitor
0,0,0,1,0,0,3,Returning_Visitor
0,0,0,6,227.3333333,0,3,New_Visitor
0,0,0,2,0,0,1,Returning_Visitor
4,59,0,8,517.5,0,1,Returning_Visitor
3,84,0,15,183.0952381,0,3,New_Visitor
0,0,0,10,366,0,1,Returning_Visitor
0,0,0,3,133.5,0,1,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
0,0,0,25,280.9333333,0,1,Returning_Visitor
0,0,0,4,44,0,2,Returning_Visitor
0,0,0,9,265.6,0,3,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
4,124,0,3,165,0,4,Returning_Visitor
0,0,0,5,109,0,3,Returning_Visitor
0,0,33,25,972.25,0,1,Returning_Visitor
0,0,0,34,965.8333333,0,1,Returning_Visitor
0,0,0,2,0,0,3,Returning_Visitor
1,80,48,25,879.6666667,0,4,New_Visitor
0,0,0,6,1044,0,2,Returning_Visitor
8,398.7,0,50,1483.366667,19.78135119,2,Returning_Visitor
1,56,0,11,191,0,2,New_Visitor
1,29,0,20,451.9333333,0,1,Returning_Visitor
0,0,0,10,224,0,1,Returning_Visitor
5,147.75,0,44,670.3,0,4,Returning_Visitor
0,0,0,5,210,0,1,Returning_Visitor
0,0,0,0,0,0,3,Returning_Visitor
0,0,0,9,216,0,1,Returning_Visitor
2,13.5,0,23,1580.166667,0,1,Returning_Visitor
0,0,0,40,587.6911765,0,1,Returning_Visitor
3,42.33333333,0,64,2471.391775,6.221045455,2,Returning_Visitor
0,0,0,7,317,0,2,Returning_Visitor
6,34,0,69,2456.297619,0,3,Returning_Visitor
7,200.5,0,66,2656.183333,2.208494444,1,Returning_Visitor
4,85,0,19,599,0,1,Returning_Visitor
7,424.1666667,0,13,1212,0,4,Returning_Visitor
0,0,0,9,0,0,4,Returning_Visitor
0,0,0,10,173.25,0,2,Returning_Visitor
3,65.16666667,16,23,599.3333333,5.4945,2,Returning_Visitor
0,0,0,48,2215.866667,0,1,Returning_Visitor
0,0,0,17,433.1333333,0,4,Returning_Visitor
0,0,0,13,454.5,0,4,Returning_Visitor
0,0,0,14,197.5,0,1,Returning_Visitor
2,37,0,29,911.5,0,3,Returning_Visitor
0,0,0,10,196.5,0,1,Returning_Visitor
2,28,0,7,115.6666667,0,1,New_Visitor
3,9,0,22,169.5,0,4,Returning_Visitor
2,89.75,89,49,2104.3114,8.979934615,4,Returning_Visitor
1,0,0,1,0,0,1,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
4,69,0,19,580.5,22.32934737,1,Returning_Visitor
0,0,0,1,0,0,3,Returning_Visitor
4,15.5,0,15,312.7,0,3,Returning_Visitor
0,0,0,2,0,0,2,Returning_Visitor
1,4,0,9,495,0,2,Returning_Visitor
0,0,0,5,226,0,1,Returning_Visitor
0,0,0,5,138,0,1,Returning_Visitor
0,0,0,1,0,0,4,New_Visitor
1,3,0,19,273,0,1,Returning_Visitor
0,0,0,10,0,0,2,Returning_Visitor
0,0,0,16,360,0,2,Returning_Visitor
0,0,0,2,40,0,3,Returning_Visitor
0,0,0,27,1547.5,0,2,Returning_Visitor
2,37,0,25,1127.25,18.56148,3,Returning_Visitor
8,181.1666667,52,29,996.0833333,6.310740741,1,Returning_Visitor
0,0,0,13,227.7,0,3,Returning_Visitor
3,45,0,10,579.3333333,0,2,New_Visitor
0,0,0,6,81,0,2,Returning_Visitor
0,0,0,1,340.2,0,3,Returning_Visitor
0,0,0,10,231,0,2,Returning_Visitor
2,20,0,21,2008.833333,0,1,Returning_Visitor
0,0,0,19,1065.9,0,1,Returning_Visitor
4,431,0,6,619,0,2,Returning_Visitor
0,0,0,21,584.1333333,0,4,Returning_Visitor
0,0,0,12,293.5,0,1,Returning_Visitor
3,58.33333333,0,9,229.6666667,0,3,Returning_Visitor
2,32,0,11,155.8333333,0,3,Returning_Visitor
1,5,0,92,1688.058761,0,1,Returning_Visitor
0,0,0,10,234,0,1,Returning_Visitor
5,52,0,16,866.5,0,1,Returning_Visitor
1,27,0,4,30,0,2,New_Visitor
5,70,0,61,2635.61627,0,1,Returning_Visitor
0,0,0,22,231.5,0,4,Returning_Visitor
5,427,108,36,1564.161905,0,1,Returning_Visitor
14,662.5357143,58,41,854.2863248,10.17225,4,Returning_Visitor
0,0,0,34,1021.75,0,3,Returning_Visitor
0,0,0,2,12,0,1,Returning_Visitor
2,109,125,1,34,0,1,Returning_Visitor
0,0,0,36,1135.166667,0,1,Returning_Visitor
3,91,0,13,298.2333333,0,1,Returning_Visitor
2,23,0,22,335.6666667,0,1,New_Visitor
8,131.3333333,4,95,2107.583333,0,4,Returning_Visitor
0,0,0,4,96.33333333,0,1,Returning_Visitor
0,0,0,4,44,0,3,New_Visitor
2,90,0,22,650.6666667,0,4,Returning_Visitor
7,245.3333333,0,5,256.6666667,0,3,Returning_Visitor
0,0,0,5,28,0,4,Returning_Visitor
0,0,0,24,648.0678571,0,3,Returning_Visitor
0,0,0,16,462,0,1,Returning_Visitor
0,0,0,6,63,0,4,Returning_Visitor
0,0,0,5,42,0,2,Returning_Visitor
0,0,0,8,181,0,3,Returning_Visitor
3,117.5,0,14,285.4166667,0,1,New_Visitor
0,0,0,7,61.33333333,0,1,Returning_Visitor
0,0,0,23,406,0,1,Returning_Visitor
0,0,0,7,128,0,1,Returning_Visitor
5,243,0,19,500.7880952,0,1,Returning_Visitor
1,9,0,22,375.75,0,4,Returning_Visitor
0,0,0,8,134,0,1,Returning_Visitor
0,0,0,27,2098.238095,0,1,Returning_Visitor
2,16.5,0,48,869.1,3.060765957,4,Returning_Visitor
1,0,0,0,0,0,1,Returning_Visitor
2,12,0,13,510,0,2,Returning_Visitor
0,0,52,12,699.25,0,3,Returning_Visitor
0,0,0,5,331.3333333,0,3,Returning_Visitor
0,0,0,2,0,0,4,Returning_Visitor
0,0,0,8,321,0,3,Returning_Visitor
0,0,0,1,0,0,3,Returning_Visitor
0,0,0,13,88,0,1,Returning_Visitor
2,58,115,71,1563.930952,0,1,Returning_Visitor
0,0,0,3,55,0,1,Returning_Visitor
11,79.75,0,31,419.25,0,1,Returning_Visitor
0,0,0,6,65.66666667,0,2,Returning_Visitor
0,0,0,1,0,0,3,New_Visitor
2,115,31,23,404.6190476,0,2,Returning_Visitor
0,0,0,13,392,0,1,Returning_Visitor
0,0,0,19,960.7333333,0,4,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
0,0,0,38,726.2761905,0,4,Returning_Visitor
0,0,0,7,40,0,3,Returning_Visitor
6,140,12,52,723.315873,4.504381818,4,Returning_Visitor
10,750.75,80,49,1088.05,0,3,Returning_Visitor
8,121.6666667,62,30,1688.72619,15.08488235,3,Returning_Visitor
0,0,0,3,0,0,1,Returning_Visitor
0,0,0,50,998.9545455,0,3,Returning_Visitor
0,0,0,14,1501,0,4,Returning_Visitor
0,0,0,13,153.5833333,0,4,Returning_Visitor
0,0,0,3,109,0,4,Returning_Visitor
0,0,0,19,483.5833333,0,4,Returning_Visitor
0,0,0,38,586.3333333,0,3,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
0,0,0,7,50.5,0,1,Returning_Visitor
0,0,10,15,178,0,1,Returning_Visitor
0,0,0,1,0,0,4,Returning_Visitor
6,86.08333333,0,32,892.9166667,0,1,New_Visitor
4,126,0,22,633.9857143,0,4,Returning_Visitor
5,318,0,36,1837.966667,0,1,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
0,0,0,4,352,0,3,Returning_Visitor
0,0,0,27,406,0,1,Returning_Visitor
0,0,0,4,2.333333333,0,4,Returning_Visitor
0,0,0,12,121.5,0,1,Returning_Visitor
0,0,0,9,869,0,1,Returning_Visitor
0,0,0,4,403,0,1,Returning_Visitor
0,0,0,1,12,0,4,Returning_Visitor
0,0,0,3,222,0,3,Returning_Visitor
4,21,0,16,657.1666667,0,2,Returning_Visitor
1,36,0,17,538.2878788,18.370625,1,Returning_Visitor
0,0,0,18,217,0,1,Returning_Visitor
0,0,0,13,472.9952381,0,2,Returning_Visitor
8,63,0,36,1500.380952,14.33124324,2,Returning_Visitor
0,0,0,6,241,0,2,Returning_Visitor
0,0,0,15,455.5,0,3,New_Visitor
0,0,0,4,259,0,3,Returning_Visitor
0,0,0,20,2065.15,0,1,Returning_Visitor
0,0,0,3,65,0,1,Returning_Visitor
2,27,6,6,129.2,0,4,Returning_Visitor
0,0,0,24,2022.25,0,3,Returning_Visitor
0,0,0,21,761.25,0,3,Returning_Visitor
0,0,0,21,1483,0,3,Returning_Visitor
0,0,0,18,356,0,3,Returning_Visitor
12,432.5833333,112,42,2132.683333,0,3,Returning_Visitor
9,118,10,16,401.95,0,1,Returning_Visitor
0,0,0,28,2524,0,1,Returning_Visitor
0,0,0,11,151.5,0,2,Returning_Visitor
0,0,0,4,117.5,0,3,Returning_Visitor
0,0,0,31,822.65,0,3,Returning_Visitor
0,0,0,1,0,0,3,Returning_Visitor
8,364.5,0,26,783.5,0,4,Returning_Visitor
1,19,0,8,87,0,1,New_Visitor
0,0,0,1,0,0,1,Returning_Visitor
0,0,0,43,813.8,0,1,Returning_Visitor
0,0,0,9,531,0,1,Returning_Visitor
2,48,0,24,543.75,0,3,Returning_Visitor
0,0,0,9,315.6,0,2,Returning_Visitor
10,262,0,22,623.4166667,0,1,Returning_Visitor
0,0,0,2,21,0,1,New_Visitor
14,230.1069444,0,52,2059.109203,7.610431148,1,Returning_Visitor
0,0,0,3,11,0,1,Returning_Visitor
2,95,0,10,203.4166667,0,3,Returning_Visitor
0,0,0,4,60,0,1,Returning_Visitor
0,0,0,7,65,0,1,Returning_Visitor
2,30,0,24,300.6666667,0,1,Returning_Visitor
0,0,0,8,105,0,1,Returning_Visitor
0,0,0,26,2607.5,0,2,Returning_Visitor
10,156.8333333,14,51,865.6722222,0,1,Returning_Visitor
0,0,0,5,234.9666667,0,1,Returning_Visitor
1,113,0,13,935,0,1,New_Visitor
2,45,0,22,1662.733333,5.997142857,4,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
2,199,0,10,155,0,3,Returning_Visitor
0,0,0,13,436.6,0,1,Returning_Visitor
0,0,0,6,80,0,1,Returning_Visitor
0,0,0,2,83,0,2,New_Visitor
0,0,0,35,897.6666667,5.220705882,2,Returning_Visitor
8,535.75,12,22,2178.672222,15.0047619,2,Returning_Visitor
0,0,0,5,116.5,0,1,New_Visitor
5,72.425,72,33,1143.657143,4.230212245,2,Returning_Visitor
0,0,0,3,129,0,1,Returning_Visitor
1,0,0,9,837.6666667,0,1,Returning_Visitor
2,97,0,23,418.2333333,0,1,Returning_Visitor
0,0,0,8,370,0,3,Returning_Visitor
5,52,0,21,743.9166667,0,1,Returning_Visitor
0,0,0,1,0,0,3,Returning_Visitor
0,0,0,23,178.6,0,2,Returning_Visitor
0,0,0,1,0,0,3,Returning_Visitor
0,0,0,8,24,0,1,Returning_Visitor
0,0,0,12,689.75,0,3,Returning_Visitor
0,0,0,0,0,0,3,Returning_Visitor
0,0,0,39,963.1666667,9.922972973,2,Returning_Visitor
0,0,0,6,387,0,3,Returning_Visitor
0,0,0,1,0,0,3,Returning_Visitor
0,0,0,1,0,0,4,Returning_Visitor
0,0,0,26,338.2333333,0,2,Returning_Visitor
0,0,0,20,255.75,0,1,Returning_Visitor
0,0,0,9,228.5,0,3,Returning_Visitor
1,22,0,26,982.8333333,0,1,New_Visitor
0,0,0,22,473.5,0,3,Returning_Visitor
2,26,0,4,636,0,1,Returning_Visitor
2,14,0,58,1806.504167,0,2,Returning_Visitor
0,0,0,40,1111.245175,0,1,Returning_Visitor
0,0,0,7,59,0,2,Returning_Visitor
0,0,0,2,23,0,1,Returning_Visitor
0,0,0,5,25,0,1,Returning_Visitor
0,0,0,15,272.3333333,0,1,Returning_Visitor
0,0,0,16,200,0,1,Returning_Visitor
10,198.4,114,26,607.9777778,4.9872375,1,Returning_Visitor
4,135.6666667,0,28,615.8166667,0,1,Returning_Visitor
0,0,0,1,0,0,3,Returning_Visitor
0,0,0,6,1133.666667,0,1,Returning_Visitor
0,0,0,5,131.5,0,1,Returning_Visitor
0,0,0,42,1433.083333,0,1,Returning_Visitor
5,95.325,0,15,743.6666667,19.4281,1,Returning_Visitor
0,0,0,16,680.75,0,1,Returning_Visitor
0,0,0,11,118.6666667,0,2,Returning_Visitor
1,16,0,7,136,0,3,Returning_Visitor
1,0,0,19,2236.9,19.59533333,2,Returning_Visitor
5,54,0,4,13,0,3,New_Visitor
1,21,0,11,385,0,3,Returning_Visitor
8,103.5,0,64,1550.211111,7.868950242,2,Returning_Visitor
0,0,0,2,3,0,4,Returning_Visitor
10,150,0,24,304.5230769,0,3,Returning_Visitor
0,0,0,9,268.5,0,1,Returning_Visitor
2,11,0,14,101.25,0,3,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
3,42,0,41,492.6833333,0,1,Returning_Visitor
6,61.66666667,0,18,397.6666667,12.55885714,1,Returning_Visitor
0,0,0,5,73,0,1,Returning_Visitor
0,0,0,2,0,0,3,Returning_Visitor
3,275,97,34,670.422619,0,4,Returning_Visitor
3,38,0,83,2101.466667,0,1,New_Visitor
0,0,0,1,0,0,2,New_Visitor
5,138.5,0,11,578.3333333,0,1,Returning_Visitor
0,0,0,2,3,0,4,Returning_Visitor
0,0,0,7,82,0,1,Returning_Visitor
0,0,0,5,465.5,0,4,Returning_Visitor
0,0,0,23,226.2564103,0,1,Returning_Visitor
10,259.1666667,0,46,1535.242063,9.001857143,3,Returning_Visitor
3,6,0,24,762.3333333,0,1,Returning_Visitor
0,0,0,3,0,0,1,Returning_Visitor
0,0,0,16,177.5,0,1,Returning_Visitor
0,0,0,7,80,0,4,Returning_Visitor
0,0,0,34,1266.333333,0,3,Returning_Visitor
9,299.0833333,0,14,212.8333333,0,1,Returning_Visitor
0,0,0,35,1386.716667,14.96432,4,Returning_Visitor
0,0,0,1,0,0,2,Returning_Visitor
0,0,0,8,125,0,1,Returning_Visitor
2,166,55,10,1968.25,0,1,New_Visitor
0,0,0,9,300,0,1,Returning_Visitor
1,11,42,37,1517.75,0,1,Returning_Visitor
0,0,0,26,1056.666667,0,1,Returning_Visitor
5,103,0,16,399,0,1,Returning_Visitor
11,376.5,63,104,2743.819189,7.345321739,2,Returning_Visitor
0,0,125,12,332,0,4,Returning_Visitor
0,0,0,13,178.8333333,0,1,Returning_Visitor
0,0,0,7,88,0,3,Returning_Visitor
2,25,0,20,733.5,0,2,Returning_Visitor
0,0,0,6,224,0,3,Returning_Visitor
0,0,0,11,822,0,2,Returning_Visitor
2,35,0,44,2479,0,1,Returning_Visitor
0,0,0,38,1035.935714,0,1,Returning_Visitor
0,0,0,2,0,0,1,Returning_Visitor
0,0,0,2,0,0,3,Returning_Visitor
0,0,0,10,3,0,2,Returning_Visitor
1,20,0,20,219.5,0,1,Returning_Visitor
0,0,0,7,858.5,0,1,Returning_Visitor
0,0,0,2,54.5,0,1,Returning_Visitor
0,0,0,31,1138.504762,0,1,Returning_Visitor
0,0,0,16,544.8333333,0,3,Returning_Visitor
0,0,0,7,176.3333333,0,2,Returning_Visitor
0,0,0,2,19,0,1,Returning_Visitor
0,0,0,13,687.5,0,4,Returning_Visitor
1,0,0,3,22,0,1,Returning_Visitor
0,0,0,39,440.6666667,0,3,Returning_Visitor
0,0,0,3,65,0,2,Returning_Visitor
0,0,0,10,22.5,0,1,Returning_Visitor
0,0,0,15,194.0666667,0,4,Returning_Visitor
3,52,0,56,2145.563492,13.11733918,1,Returning_Visitor
0,0,0,33,1703.321429,0,3,Returning_Visitor
0,0,0,1,0,0,4,Returning_Visitor
3,37,0,53,2409.068434,0,1,Returning_Visitor
0,0,0,12,201.6666667,0,3,Returning_Visitor
7,65.83333333,0,7,156.8333333,0,1,Returning_Visitor
0,0,0,8,412.1666667,0,4,New_Visitor
0,0,0,22,465.7051282,0,1,Returning_Visitor
0,0,0,8,245,0,3,Returning_Visitor
0,0,0,14,803,0,3,Returning_Visitor
4,52,0,16,360,0,1,New_Visitor
2,5,0,3,20,0,1,Returning_Visitor
0,0,0,3,258.5,0,4,Returning_Visitor
0,0,0,14,394.25,0,1,Returning_Visitor
7,204.5,37,52,1941.083333,0,2,Returning_Visitor
0,0,0,16,142.5,0,1,Returning_Visitor
3,52.33333333,81.5,23,541.6666667,10.64805714,1,Returning_Visitor
0,0,0,2,34,0,1,Returning_Visitor
0,0,0,4,219.5,0,2,Returning_Visitor
1,13,0,14,253.8,0,1,New_Visitor
0,0,0,38,2259.533333,0,1,Returning_Visitor
4,101,0,14,797.3333333,0,4,Returning_Visitor
0,0,0,29,594.9666667,0,3,Returning_Visitor
0,0,0,9,108,0,4,Returning_Visitor
0,0,3.5,13,503,0,4,Returning_Visitor
0,0,0,6,313,0,3,Returning_Visitor
6,66.77272727,83,62,2050.395743,17.07978235,4,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
4,82,0,32,1040.166667,0,2,Returning_Visitor
1,65,0,65,1803.758333,5.38296875,3,Returning_Visitor
0,0,0,12,136.5,0,3,Returning_Visitor
5,86.5,0,68,2241.844444,0,3,Returning_Visitor
2,105,0,19,482.5,0,3,New_Visitor
0,0,0,16,507.8333333,0,1,Returning_Visitor
0,0,0,5,108,0,3,Returning_Visitor
0,0,0,11,458.5,0,1,Returning_Visitor
0,0,0,4,25,0,3,Returning_Visitor
4,19.5,0,47,483.3,5.466387755,1,Returning_Visitor
0,0,0,37,511.1666667,0,1,Returning_Visitor
5,196.6666667,0,94,2129.536752,0,1,Returning_Visitor
0,0,0,16,480.3,0,4,Returning_Visitor
0,0,0,13,143,0,1,Returning_Visitor
5,188,0,22,352.8,0,3,New_Visitor
0,0,0,6,657.5,0,1,Returning_Visitor
0,0,0,5,95.5,0,1,Returning_Visitor
0,0,0,10,149.6,0,2,Returning_Visitor
1,37,0,23,1817,0,1,Returning_Visitor
6,128.5,0,68,1080.15,0,2,New_Visitor
0,0,0,7,316.25,0,1,Returning_Visitor
0,0,0,40,1783.25,0,3,Returning_Visitor
7,290.6666667,0,35,1384.533333,12.68583158,2,Returning_Visitor
0,0,0,5,0,0,4,Returning_Visitor
0,0,0,7,368.5,0,1,Returning_Visitor
0,0,0,3,54.5,0,3,Returning_Visitor
6,57.5,0,66,1285.548533,20.97239726,1,Returning_Visitor
0,0,0,25,1250.5,0,3,Returning_Visitor
2,38.5,15,50,1766.855952,12.83705128,4,Returning_Visitor
5,85,0,24,567.45,0,3,Returning_Visitor
0,0,0,24,981.1666667,0,1,Returning_Visitor
1,36,0,19,1661.75,0,3,Returning_Visitor
5,246.25,9,14,548.25,0,2,Returning_Visitor
0,0,0,7,87.5,0,4,Returning_Visitor
0,0,0,11,276,0,1,Returning_Visitor
0,0,0,19,130.5,0,1,Returning_Visitor
0,0,0,1,0,0,4,New_Visitor
2,19,0,23,1875.744689,0,4,Returning_Visitor
0,0,0,3,117,0,1,Returning_Visitor
1,3,0,45,884.3357143,18.12446087,1,Returning_Visitor
0,0,31,41,1678.733333,0,2,Returning_Visitor
0,0,0,24,325.8333333,0,1,Returning_Visitor
0,0,0,3,27,0,1,Returning_Visitor
3,124,0,13,173,0,1,New_Visitor
0,0,0,6,179.5,0,4,Returning_Visitor
4,164,0,30,2136,0,1,New_Visitor
1,8,0,28,643.875,0,1,New_Visitor
0,0,47,32,898.8333333,0,4,Returning_Visitor
0,0,0,31,453,0,1,Returning_Visitor
8,168.1666667,0,28,888,0,1,Returning_Visitor
0,0,0,16,588.3333333,0,1,Returning_Visitor
1,45,0,22,2905.5,0,1,Returning_Visitor
0,0,0,5,47,0,3,Returning_Visitor
0,0,0,1,0,0,3,Returning_Visitor
0,0,0,52,1192.317857,0,1,Returning_Visitor
1,3.5,0,11,332.5,0,2,Returning_Visitor
1,0,0,11,297.3,0,4,Returning_Visitor
0,0,0,53,2309.995238,0,1,Returning_Visitor
0,0,0,26,810.3713768,0,3,Returning_Visitor
0,0,0,7,384.5,0,1,Returning_Visitor
4,38,0,6,107,0,2,Returning_Visitor
0,0,0,6,50,0,3,Returning_Visitor
0,0,0,8,541.5,0,4,Returning_Visitor
0,0,0,2,25,0,1,Returning_Visitor
0,0,0,9,210.5,0,1,Returning_Visitor
6,105,0,43,1343.097619,0,4,Returning_Visitor
0,0,0,9,953.8333333,0,4,Returning_Visitor
0,0,0,24,674.5,0,3,Returning_Visitor
13,228.9166667,10,64,817.0163767,2.995465753,3,New_Visitor
0,0,0,17,887.8333333,0,3,Returning_Visitor
3,135,0,25,2765.2,0,2,Returning_Visitor
0,0,13,4,145,0,4,Returning_Visitor
0,0,0,57,1190.548851,17.16745965,1,Returning_Visitor
0,0,0,18,410.9166667,0,4,Returning_Visitor
0,0,0,9,319.6666667,0,1,Returning_Visitor
0,0,0,5,91,0,1,Returning_Visitor
0,0,0,6,191,0,2,Returning_Visitor
2,98,0,20,401.5,0,1,Returning_Visitor
3,23,10.16666667,85,1311.072012,0,1,Returning_Visitor
5,18,9.5,17,414.3333333,0,2,Returning_Visitor
1,64,0,54,1155.033333,0,2,Returning_Visitor
2,23,0,97,1589.183333,0,1,Returning_Visitor
0,0,0,2,233.5,0,1,Returning_Visitor
0,0,0,28,1384.071429,11.01942857,3,Returning_Visitor
4,166.5,27,21,452.8141026,0,4,Returning_Visitor
3,176,0,21,654.5,0,2,Returning_Visitor
1,5,0,17,389,9.297,3,Returning_Visitor
0,0,0,11,1435,0,1,Returning_Visitor
1,6,15,19,512.0666667,0,1,Returning_Visitor
4,56.66666667,0,21,797.2952381,0,3,Returning_Visitor
0,0,0,22,555.8666667,0,3,Returning_Visitor
0,0,0,5,97.16666667,0,3,Returning_Visitor
0,0,0,4,36,0,1,Returning_Visitor
0,0,0,14,628,0,4,Returning_Visitor
0,0,0,6,129,0,4,Returning_Visitor
0,0,0,5,105,0,1,Returning_Visitor
3,111,0,25,461.2222222,0,4,Returning_Visitor
3,120,0,5,198,0,4,New_Visitor
0,0,0,7,220.3333333,0,1,New_Visitor
9,149.9333333,26.66666667,67,1783.122222,0,2,Returning_Visitor
0,0,0,34,731.5238095,0,1,Returning_Visitor
0,0,0,90,601.7901961,0,3,Returning_Visitor
2,21,0,27,694,0,1,Returning_Visitor
0,0,0,4,39,0,1,Returning_Visitor
0,0,0,27,321.6666667,0,1,Returning_Visitor
0,0,0,20,1066.166667,0,4,Returning_Visitor
3,149,0,25,1294.183333,0,1,Returning_Visitor
5,316.8,0,26,1086.178571,5.981166667,3,Returning_Visitor
0,0,0,14,221.5,0,1,Returning_Visitor
3,40,0,19,1051.5,12.18,4,Returning_Visitor
3,65.5,12,39,1101.333333,14.99642857,3,Returning_Visitor
9,233.5,102,81,2477.666667,0,1,Returning_Visitor
1,41,0,37,1501.166667,15.249,1,Returning_Visitor
0,0,18,85,1736.447368,0,2,Returning_Visitor
0,0,0,10,269,0,3,Returning_Visitor
0,0,0,44,547,0,1,Returning_Visitor
0,0,0,5,1474.5,0,1,Returning_Visitor
0,0,0,1,0,0,3,Returning_Visitor
4,172,0,11,787,0,1,Returning_Visitor
0,0,0,7,323.5,0,1,New_Visitor
0,0,0,11,2028.5,0,1,Returning_Visitor
