ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,Month,OperatingSystems,Revenue
12,121.5,0.025,0.066666667,May,2,0
4,403,0.05,0.1,May,1,0
1,12,0,0.1,May,1,0
13,472.9952381,0.015384615,0.030769231,May,2,0
37,607.4666667,0,0.002777778,May,1,1
113,8699.407065,0.019308469,0.047477294,May,2,0
25,874.5833333,0,0.012345679,May,2,1
21,1483,0.007894737,0.021754386,May,1,0
22,639.5,0,0.008695652,May,1,1
28,2524,0.008928571,0.051785714,May,2,0
11,151.5,0.016666667,0.066666667,May,2,0
31,822.65,0.020689655,0.020804598,May,1,0
26,783.5,0.007692308,0.013461538,May,1,0
52,3258.071212,0,0.00327381,May,1,0
8,258.8333333,0.0375,0.03125,May,3,0
27,420,0,0.007692308,May,2,0
35,701.5,0.029411765,0.05,May,2,0
10,203.4166667,0,0.016666667,May,2,0
4,60,0.05,0.075,May,1,0
28,471,0.02962963,0.066666667,May,2,0
22,1662.733333,0,0.03015873,May,2,0
6,80,0.1,0.133333333,May,1,0
28,1286.75,0,0.007692308,May,1,0
33,1143.657143,0,0.015888889,May,2,0
25,417.9666667,0,0.019230769,May,2,1
3,129,0,0.1,May,2,0
8,370,0,0.025,May,2,0
17,463.6666667,0,0.024444444,May,2,0
0,0,0.2,0.2,May,3,0
1,0,0.2,0.2,May,3,0
26,338.2333333,0.024871795,0.078269231,May,2,0
26,982.8333333,0,0.008,May,2,0
15,272.3333333,0.013333333,0.02,May,1,0
19,2236.9,0,0.027777778,May,4,1
25,1161.767949,0.018070818,0.043950617,May,1,0
64,1550.211111,0,0.016086957,May,2,0
41,492.6833333,0,0.003571429,May,3,0
2,0,0.2,0.2,May,1,0
36,2542.333333,0.042592593,0.059814815,May,2,0
18,920,0.122222222,0.144444444,May,3,0
16,502.5,0,0.00952381,May,4,1
7,80,0.028571429,0.057142857,May,2,0
14,212.8333333,0.010526316,0.033684211,May,3,0
35,1386.716667,0.02,0.039269841,May,1,1
1,0,0.2,0.2,May,4,0
8,125,0,0.025,May,2,0
10,1968.25,0.014285714,0.021428571,May,1,0
37,1517.75,0.019512195,0.041869919,May,2,0
37,769,0,0.004273504,May,3,1
27,517.3928571,0,0.011458333,May,2,1
37,1683.633333,0,0.017261905,May,3,0
16,544.8333333,0.004761905,0.042857143,May,1,0
50,2617.233333,0,0.001360544,May,4,1
3,258.5,0,0.033333333,May,1,0
14,394.25,0,0.015384615,May,2,0
2,34,0,0.1,May,2,0
14,797.3333333,0,0.003571429,May,3,0
7,117,0,0.028571429,May,2,0
8,188.5,0,0.015384615,May,3,0
32,1040.166667,0.011764706,0.041176471,May,2,0
19,482.5,0,0.008333333,May,3,0
11,458.5,0,0.007407407,May,1,0
10,724,0,0.022222222,May,1,1
19,196.5,0,0.021052632,May,2,0
47,483.3,0.016326531,0.033469388,May,2,0
37,511.1666667,0.018018018,0.036936937,May,2,0
16,480.3,0.0125,0.033333333,May,1,0
31,1269.766667,0.012121212,0.021212121,May,2,0
7,316.25,0,0.014285714,May,3,0
35,1384.533333,0.001754386,0.016885965,May,2,0
142,6223.870847,0,0.006649462,May,2,1
31,699.5,0,0.005896806,May,2,1
24,567.45,0.04,0.058666667,May,3,0
14,158.5,0,0.028571429,May,2,0
24,981.1666667,0.051388889,0.084722222,May,2,0
14,548.25,0.022222222,0.05,May,1,0
24,325.8333333,0,0.020833333,May,2,0
19,436,0,0.013636364,May,2,1
55,4277,0.003636364,0.021212121,May,1,0
6,179.5,0.033333333,0.066666667,May,2,0
43,2797.816667,0,0.006666667,May,2,0
28,888,0.014285714,0.011428571,May,1,0
102,5703.476786,0.00173913,0.01470751,May,2,0
83,1495.580952,0,0.002298851,May,4,1
22,2905.5,0.01,0.04,May,2,0
6,107,0.006060606,0.042424242,May,2,0
2,25,0,0.1,May,2,0
43,1343.097619,0.037878788,0.057878788,May,3,0
9,953.8333333,0,0.027777778,May,2,0
24,674.5,0.041666667,0.0625,May,3,0
64,817.0163767,0,0.013814416,May,2,0
313,7428.181584,0.002509267,0.013416263,May,2,0
145,5577.826456,0.002688695,0.01187122,May,3,0
4,145,0,0.04,May,1,0
18,410.9166667,0.105263158,0.119473684,May,3,0
1,0,0.2,0.2,May,1,0
20,401.5,0,0.003333333,May,2,0
7,117.5,0,0.033333333,May,4,0
85,1311.072012,0.002657807,0.015013618,May,3,0
4,157,0,0.05,May,2,0
30,1708.083333,0.006666667,0.013333333,May,2,1
10,1057,0.022222222,0.014814815,May,3,0
11,1435,0.054545455,0.109090909,May,2,0
22,555.8666667,0.00952381,0.019047619,May,3,0
81,1141.061905,0.001605136,0.004809853,May,4,0
5,198,0,0.014285714,May,3,0
5,241,0,0.08,May,2,0
198,3057.809524,0,0.002734559,May,4,1
11,540.5,0,0.02,May,2,0
36,833.0833333,0.032432432,0.055225225,May,1,0
1,0,0.2,0.2,May,2,0
11,787,0.033333333,0.053333333,May,2,0
62,813.0519481,0.003225806,0.011827957,May,2,0
57,2931.580303,0.004,0.021833333,May,2,0
18,727.6190476,0,0.013333333,May,2,0
15,553.1666667,0,0.011111111,May,2,0
5,164,0.04,0.08,May,2,0
3,36,0,0.066666667,May,2,0
19,448.0333333,0,0.012857143,May,3,0
181,6842.002513,0,0.007218823,May,4,0
9,143,0.055555556,0.122222222,May,2,0
8,133,0,0.025,May,1,0
31,516.4761905,0.006896552,0.018965517,May,3,0
34,652.9238095,0.00625,0.036830357,May,1,0
79,3393.903571,0.017761848,0.04031012,May,2,0
28,2778.333333,0.007142857,0.023809524,May,2,0
13,324,0,0.003030303,May,2,0
106,5633.538274,0.008878505,0.017232253,May,3,0
12,936,0,0.036363636,May,2,1
42,1329.666667,0,0.002325581,May,2,1
1,24,0,0.1,May,1,0
4,57,0.1,0.15,May,1,0
46,953.0686869,0,0.014285714,May,1,0
11,714.5,0.014285714,0.028571429,May,2,0
20,411.3888889,0.00952381,0.016825397,May,3,1
47,778.7619048,0.042553191,0.051999065,May,3,0
30,1049.833333,0.0125,0.028645833,May,2,0
1,0,0.2,0.2,May,1,0
5,28.33333333,0.04,0.08,May,1,0
2,7,0,0.066666667,May,3,0
32,1130.84697,0.014705882,0.01806184,May,1,0
46,2213.366667,0.034782609,0.054710145,May,3,0
22,739.5833333,0.009090909,0.006060606,May,1,0
24,1448.333333,0,0.003846154,May,2,0
18,570.3333333,0,0.015686275,May,4,0
49,1592.133333,0.003636364,0.02,May,2,0
32,410.1166667,0.004301075,0.020286738,May,1,0
19,976.3382353,0,0.010454545,May,1,1
57,1008.916667,0.003508772,0.029239766,May,2,0
20,457.5833333,0.022222222,0.044444444,May,2,0
34,1001.166667,0,0.017959184,May,2,0
17,296.2333333,0.0125,0.029166667,May,1,0
10,706,0,0.011111111,May,2,0
8,202.3333333,0,0.01875,May,3,0
15,239,0.048888889,0.072,May,3,0
16,79,0.025,0.0375,May,2,0
93,4324.737073,0.021112782,0.034077383,May,3,0
35,625.0856893,0.011149826,0.02195122,May,2,0
15,1486.666667,0,0.013809524,May,1,0
9,115.5,0.018181818,0.018181818,May,3,0
8,203,0.0125,0.0375,May,2,0
20,869.8,0.011111111,0.033333333,May,3,0
10,423.6666667,0,0.018181818,May,4,0
8,185.5,0.025,0.0375,May,1,0
7,578.2,0,0.033333333,May,2,1
127,6931.049725,0.004347826,0.015855776,May,2,0
15,328.4166667,0,0.037647059,May,2,0
8,1046.5,0.04,0.04,May,1,0
9,455,0,0.022222222,May,2,1
58,2153.71859,0.007526882,0.012156298,May,3,0
8,166.25,0,0.0125,May,2,0
10,284,0,0.008333333,May,1,0
52,2826.790048,0.007258065,0.030060764,May,3,0
12,354,0,0.018181818,May,2,0
25,591.8928571,0,0.020833333,May,1,1
8,316.5,0.033333333,0.040740741,May,3,0
59,2946.6,0.003278689,0.007962529,May,1,1
8,56.33333333,0,0.0125,May,2,0
24,485.2839744,0.004938272,0.039283154,May,2,0
78,2588.077268,0.008333333,0.012068881,May,3,0
8,82.83333333,0,0.00625,May,1,0
68,1725.870671,0.0032,0.018348148,May,2,0
27,359,0,0.020512821,May,1,0
12,159,0,0.026666667,May,1,0
24,676.1666667,0,0.008333333,May,2,1
35,1178,0.035294118,0.064705882,May,3,0
24,530,0,0.01,May,2,0
40,1239.949603,0.025,0.026035354,May,2,1
9,265.25,0,0.004,May,1,0
98,2806.829918,0.01314475,0.039029125,May,2,0
3,32,0,0.066666667,May,2,0
108,2973.125,0.005309735,0.020993117,May,2,0
19,681.6190476,0,0.011794872,May,2,1
5,71,0,0.04,May,4,0
31,590.5166667,0.005208333,0.009657738,May,1,0
23,975.75,0,0.05030303,May,2,0
5,24,0.04,0.12,May,1,0
91,2058.534091,0.021348315,0.038816034,May,2,0
6,56,0.04,0.08,May,3,0
24,330.0833333,0.0375,0.043055556,May,1,0
21,744.8333333,0,0.01,May,2,0
44,1470.333333,0.016,0.019207792,May,1,0
3,105.25,0,0.044444444,May,3,0
14,273.25,0,0.0125,May,1,0
12,152,0,0.002380952,May,3,0
17,404,0,0.025757576,May,1,0
28,714.9666667,0.014666667,0.016973138,May,1,0
125,4313.139103,0.001736111,0.019623016,May,2,0
15,454.75,0.026666667,0.033333333,May,3,0
41,1652.75,0.013636364,0.035119048,May,2,0
7,239.5,0,0.016666667,May,3,0
76,2208.788095,0,0.004756098,May,4,0
30,1584.3,0,0.01547619,May,3,0
14,543.8333333,0,0.007692308,May,2,0
276,4758.380638,0.001034483,0.007306262,May,4,1
24,516.4166667,0,0.013333333,May,2,1
18,689.6666667,0.023529412,0.030392157,May,2,0
33,1564.17381,0.00625,0.003506944,May,1,0
14,291.6,0,0.085714286,May,2,0
78,3098.992857,0.007692308,0.022124542,May,3,0
27,880.8,0.007291667,0.020192308,May,1,1
10,466.75,0,0.028571429,May,3,0
51,769.9928571,0,0.004081633,May,2,0
3,60,0,0.066666667,May,2,0
1,0,0.2,0.2,May,1,0
17,391.8666667,0,0.029411765,May,2,0
23,1232.733333,0,0.012820513,May,4,1
11,183.5,0,0.018181818,May,2,0
21,664.3333333,0,0.015277778,May,2,0
1,0,0.2,0.2,May,1,0
6,655,0.033333333,0.022222222,May,1,0
114,3772.405525,0,0.001680672,May,2,1
4,24.5,0.022222222,0.037037037,May,3,0
27,2154.72381,0.036781609,0.047660099,May,1,0
3,25,0.066666667,0.133333333,May,3,0
9,466.6666667,0,0.0125,May,2,0
9,78.25,0.077777778,0.088888889,May,1,0
11,142.1666667,0.02,0.03,May,2,0
22,647.6666667,0.009090909,0.026060606,May,2,0
18,133,0.038888889,0.072222222,May,4,0
15,984,0.015384615,0.007692308,May,2,0
2,0,0.2,0.2,May,2,0
67,3872.50942,0.039495923,0.04474971,May,3,0
66,3268.075758,0.005882353,0.029549127,May,2,0
72,1353.115146,0.002857143,0.007277211,May,2,0
18,782.5,0,0.002105263,May,3,0
36,696.4027778,0,0.002631579,May,2,0
6,135.5,0.028571429,0.085714286,May,2,0
5,1144,0.12,0.133333333,May,1,0
22,892,0,0.00952381,May,2,1
39,1501.333333,0,0.009756098,May,3,0
8,211.3333333,0,0.075,May,2,0
19,548.8831169,0,0.007674572,May,3,0
19,1651.928571,0.024561404,0.066233766,May,2,0
33,3583.166667,0.02,0.045170068,May,2,0
9,71.75,0,0.055555556,May,2,0
14,592.5666667,0.013333333,0.023333333,May,3,0
6,190.4,0.042857143,0.061904762,May,1,0
9,953.8333333,0,0.011428571,May,3,1
105,2900.638469,0.009433962,0.021263103,May,2,0
14,655.1666667,0,0.007692308,May,2,0
14,1033.066667,0.0125,0.012291667,May,1,0
16,463.4166667,0,0.021052632,May,3,0
217,4153.276587,7.09E-05,0.005893497,May,2,0
32,1205.583333,0.006451613,0.010752688,May,2,0
36,1195.726923,0.01372549,0.02254902,May,2,0
3,69,0,0.066666667,May,2,0
21,893.45,0.017391304,0.020652174,May,3,1
31,2725,0.010909091,0.017482517,May,2,0
22,746.1666667,0,0.004266667,May,3,0
14,433.8333333,0.039285714,0.092857143,May,2,0
6,311.5,0,0.0125,May,3,0
15,304.1666667,0,0.04,May,2,0
7,210,0,0.057142857,May,1,0
4,2210.5,0,0.013333333,May,1,0
26,485.8333333,0.008,0.016,May,1,0
72,1248.242262,0,0.002597403,May,3,0
37,1420.733333,0,0.012612613,May,2,1
5,108,0,0.04,May,2,0
10,347,0,0.022222222,May,1,0
3,45.33333333,0,0.0125,May,3,0
8,65,0.025,0.05,May,2,0
36,440.6,0.011111111,0.041898148,May,3,0
16,727.7142857,0.038888889,0.045198413,May,3,0
20,480.8571429,0.001754386,0.005789474,May,1,0
55,1546.503822,0.015577078,0.019159146,May,2,0
33,982,0,0.005882353,May,2,0
26,3242,0.005555556,0.031388889,May,4,0
13,908.5,0,0.013333333,May,3,1
85,3731.079365,0.014942529,0.039042146,May,2,0
65,2091.662821,0.012206573,0.030146368,May,3,0
5,309,0.05,0.045,May,1,0
59,1609.313889,0.010447761,0.030795428,May,2,0
3,313,0,0.033333333,May,2,0
4,137,0,0.075,May,4,0
85,2387.990657,0,0.016080586,May,3,1
19,1040.2,0,0.011111111,May,2,1
6,180.1666667,0,0.016666667,May,1,0
6,262,0,0.018181818,May,1,0
1,0,0.2,0.2,May,3,0
156,5432.836783,0.010009921,0.029074729,May,2,0
3,0,0.2,0.2,May,1,0
33,752.4592075,0.002777778,0.006415344,May,1,0
36,777.2175325,0.029166667,0.018068783,May,1,0
35,1295.916667,0.004166667,0.023611111,May,2,0
49,783.45,0,0.007692308,May,2,0
3,52,0.1,0.111111111,May,1,0
4,151,0,0.08,May,2,0
6,114,0,0.033333333,May,2,0
68,2277.377056,0.009758454,0.029851908,May,2,0
1,0,0.2,0.2,May,1,0
5,200,0,0.05,May,3,0
3,18,0.033333333,0.166666667,May,3,0
2,19,0,0.1,May,1,0
18,2199.972222,0.00952381,0.016825397,May,1,0
12,819.9166667,0.005555556,0.040833333,May,1,0
104,4877.257071,0.003921569,0.020140056,May,2,0
7,380,0.014285714,0.074285714,May,2,0
44,2453.75,0,0.001111111,May,1,1
3,14,0.155555556,0.155555556,May,1,0
31,960.8333333,0.007843137,0.025,May,1,0
2,21,0,0.1,May,2,0
17,319,0,0.010526316,May,2,0
8,376.3333333,0,0.028571429,May,2,1
24,805,0,0.008695652,May,2,1
51,1620.183333,0.004313725,0.02129085,May,2,0
55,2598.991667,0.003278689,0.008196721,May,2,0
33,813.3888889,0.028205128,0.050940171,May,3,0
26,2058.5,0,0.039506173,May,2,1
50,1115.459524,0.007843137,0.015686275,May,3,0
2,19,0,0.1,May,1,0
5,259,0,0.0375,May,1,0
24,1365.5,0.002777778,0.03,May,2,0
52,1624.223485,0.007692308,0.032692308,May,2,0
5,134,0.02,0.026666667,May,1,0
17,1075.713095,0.011111111,0.034920635,May,3,0
29,1137.166667,0,0.007142857,May,1,1
8,222,0,0.028571429,May,1,1
3,0,0.2,0.2,May,1,0
6,56.5,0.066666667,0.116666667,May,2,0
129,3098.912088,0,0.001704261,May,2,0
19,337.1666667,0,0.003508772,May,1,0
32,1367.630952,0.008928571,0.0203125,May,3,1
2,51,0,0.05,May,3,0
3,9,0.066666667,0.133333333,May,2,0
20,973.5833333,0.00952381,0.016190476,May,2,0
8,117.6666667,0,0.006666667,May,1,0
32,1324.666667,0.056666667,0.09047619,May,2,0
29,354.8333333,0,0.010344828,May,1,0
13,307.5714286,0.013333333,0.052777778,May,1,0
5,426,0,0.014285714,May,1,0
15,259.6666667,0,0.026666667,May,1,0
46,1900.896078,0.017156863,0.031932773,May,1,0
35,926.6690476,0.016666667,0.054930556,May,2,0
2,15,0,0.066666667,May,2,0
9,177.3333333,0.066666667,0.088888889,May,3,0
8,667.6666667,0,0.018181818,May,2,1
124,3394.130159,0.001587302,0.012918871,May,2,0
44,1373.95,0,0.004545455,May,1,0
2,70,0,0.1,May,1,0
2,0,0.2,0.2,May,3,0
25,443.25,0.006451613,0.023297491,May,2,0
34,783.5666667,0,0.005882353,May,2,1
43,2124.833333,0,0.015151515,May,2,1
19,402.7166667,0,0.003030303,May,2,1
1,0,0.2,0.2,May,3,0
66,1231.2,0.006280193,0.028298931,May,2,0
7,110.75,0,0.028571429,May,3,0
34,581.2261905,0.023809524,0.030213239,May,2,0
26,852.7666667,0.001923077,0.024166667,May,3,0
32,898.1714286,0,0.005555556,May,2,1
8,191,0,0.025,May,2,0
11,547.5,0.018181818,0.024747475,May,3,0
10,856.3333333,0.025,0.05,May,1,0
99,6266.208586,0,0.010869841,May,2,0
362,13259.29396,0.002883379,0.008837606,May,2,0
5,68,0,0.033333333,May,2,0
23,813,0.016666667,0.05,May,2,0
4,138.8,0,0.004761905,May,1,0
49,1164.416667,0.048,0.064,May,3,0
44,1527.166667,0.012765957,0.032765957,May,2,0
19,989.3333333,0,0.011111111,May,3,1
18,407.5,0,0.02,May,2,0
10,269,0,0.018181818,May,1,1
64,3289.5,0,0.010416667,May,2,0
1,0,0,0.1,May,2,0
6,117.5,0,0.066666667,May,2,0
4,19.6,0.075,0.108333333,May,3,0
21,947,0.01,0.02,May,2,1
13,365.75,0,0.030769231,May,3,0
14,363.3,0.019047619,0.045986395,May,1,0
9,244.6666667,0.05,0.096,May,3,0
7,56,0,0.042857143,May,2,0
3,74,0,0.022222222,May,3,0
6,317.5,0,0.04,May,1,0
21,1148.5,0,0.019047619,May,2,0
3,0,0.2,0.2,May,3,0
21,1632.733333,0,0.004545455,May,2,0
10,482.5,0,0.06,May,1,0
13,190,0,0.015384615,May,2,0
3,22.5,0,0.066666667,May,1,0
29,1219.516667,0,0.015135135,May,2,0
3,30,0,0.033333333,May,1,0
7,174.5,0.042857143,0.066666667,May,1,0
20,497.5388889,0,0.015,May,1,0
12,115.05,0,0.018181818,May,4,0
179,5996.025,0.010388889,0.038277778,May,2,0
20,559.3809524,0,0.01,May,2,0
1,0,0.2,0.2,May,1,0
62,1471.858333,0.060655738,0.080437158,May,3,0
13,151,0.007692308,0.023076923,May,1,0
17,591.25,0.041176471,0.078431373,May,3,0
6,78,0.05,0.077777778,May,1,0
17,1175.5,0,0.0125,May,1,1
58,1660.354762,0.003519062,0.018087558,May,2,0
15,270.5714286,0.042105263,0.069736842,May,3,0
3,324,0,0.066666667,May,4,0
11,2351.333333,0,0.025,May,2,0
0,0,0.2,0.2,May,1,0
10,443.5,0,0.027777778,May,2,1
12,293.5,0.015384615,0.035897436,May,1,0
0,0,0.2,0.2,May,2,0
5,276,0,0.04,May,3,0
21,352.4166667,0.026923077,0.051538462,May,3,0
13,135,0,0.005555556,May,3,0
4,124,0,0.025,May,3,0
39,743.0119048,0,0.01,May,2,0
15,292.5,0,0.02125,May,2,0
16,448.5,0,0.006666667,May,2,0
28,852.3333333,0.013793103,0.02454844,May,2,0
10,240.4166667,0.018181818,0.022727273,May,2,0
19,1527.607143,0.038095238,0.083730159,May,2,0
6,197.5,0.022222222,0.022222222,May,6,0
118,3712.8116,0.003252033,0.010310363,May,2,0
14,634,0,0.013333333,May,1,0
28,752.7166667,0,0.017027417,May,2,0
4,14,0,0.05,May,1,0
30,974.2698413,0.006451613,0.007885305,May,2,1
4,77.5,0,0.033333333,May,1,0
9,166.1666667,0,0.025,May,2,1
10,304,0,0.02,May,3,0
42,986.5166667,0.019934641,0.031113658,May,3,0
11,606.5,0,0.011111111,May,1,0
10,701,0,0.03,May,1,0
19,523.7350649,0.002,0.025141026,May,3,0
58,3816.366667,0.010606061,0.028059163,May,2,0
19,543.775,0,0.002380952,May,3,0
4,34.5,0,0.026666667,May,2,0
106,3825.102381,0.007592593,0.039827675,May,2,0
35,706.4,0.024561404,0.039824561,May,3,0
6,245,0,0.028571429,May,2,1
175,12634.62089,0.001156069,0.022134495,May,2,0
20,419,0,0.01,May,2,0
7,93.7,0.028571429,0.071428571,May,3,0
11,543.3,0.018181818,0.036363636,May,3,0
2,0,0.066666667,0.133333333,May,2,0
11,565,0,0.011111111,May,3,0
42,879.0333333,0.004761905,0.024603175,May,2,0
89,1332.088889,0,0.003296703,May,1,0
12,241.2,0.05,0.054166667,May,3,0
6,224,0,0.011111111,May,1,0
38,1880.966667,0.003703704,0.023809524,May,4,1
36,868.4166667,0,0.001081081,May,3,1
13,893.2166667,0,0.008333333,May,2,1
5,64.5,0,0.028571429,May,1,0
8,215,0.0625,0.058333333,May,2,0
28,1246.124103,0.006666667,0.021453423,May,3,0
440,9951.869139,0.00185022,0.01009842,May,2,0
15,253.5541667,0,0.0125,May,1,0
9,117,0,0.016666667,May,2,0
13,813.8,0,0.030769231,May,1,0
108,4033.471998,0.007402653,0.013739852,May,3,1
22,428.45,0.004545455,0.012878788,May,3,1
4,100.5,0,0.04,May,3,0
16,589.6666667,0,0.003632479,May,3,0
1,25,0,0.066666667,May,3,0
16,252,0,0.004444444,May,2,0
8,358,0.05,0.075,May,1,0
51,4522.409524,0.015757576,0.042922078,May,2,0
22,1245.6,0.008695652,0.030434783,May,1,1
16,278.9142857,0.007142857,0.04,May,1,0
26,1740.45,0.016666667,0.03,May,1,0
25,1053.080952,0,0.019786325,May,2,0
18,224.5,0.0375,0.0625,May,3,0
46,1431.333333,0.003703704,0.015432099,May,1,0
5,161.5,0,0.02,May,3,0
4,880,0,0.05,May,2,0
181,4079.530461,0.01382199,0.023773007,May,3,0
27,759.0857143,0,0.007407407,May,1,0
116,4426.650649,0,0.008064516,May,2,1
53,861.3333333,0.003636364,0.008484848,May,1,0
29,1131.315476,0.021428571,0.046071429,May,2,0
10,647.6666667,0.016666667,0.04,May,2,0
55,1247.357143,0.001886792,0.010691824,May,3,0
18,443,0,0.02,May,2,1
3,258,0,0.066666667,May,3,0
13,364.35,0,0.015384615,May,3,0
40,4175.75,0.048333333,0.106,May,2,0
9,165,0,0.022222222,May,2,0
10,377.5,0.02,0.06,May,1,0
29,778.3583333,0.013793103,0.024137931,May,3,0
4,93.5,0,0.05,May,2,0
25,575,0.006666667,0.019666667,May,3,0
53,1511.195238,0.005454545,0.025787879,May,2,0
2,26,0.013333333,0.07,May,1,0
36,3010.532051,0,0.014619883,May,2,0
50,2387.435714,0.019393939,0.037838384,May,1,0
52,1089.642857,0.003508772,0.010233918,May,2,1
25,1229.25,0.025333333,0.038133333,May,3,0
15,463,0.036363636,0.042207792,May,1,0
6,202,0,0.016666667,May,1,0
21,204.1666667,0.028571429,0.048412698,May,3,0
25,434.6714286,0,0.007142857,May,2,0
27,1192.22619,0,0.0016,May,3,0
13,292,0,0.0125,May,1,0
45,3141.258333,0.02173913,0.040017253,May,3,1
42,922.2083333,0,0.024074074,May,4,0
38,1633.833333,0,0.007894737,May,2,0
50,1911.333333,0.004,0.013,May,2,1
2,0,0.2,0.2,May,2,0
14,416.8333333,0,0.015384615,May,2,0
19,1120.266667,0.021052632,0.052631579,May,4,1
10,311,0.018181818,0.036363636,May,2,0
101,4713.8,0.009444444,0.010481956,May,1,1
7,88.75,0.013333333,0.06,May,3,0
15,216,0.023809524,0.066666667,May,2,0
46,1060.451515,0.004444444,0.01558385,May,2,0
12,408.5,0,0.018181818,May,1,0
12,454.2261905,0.011764706,0.042647059,May,1,0
1,0,0.2,0.2,May,3,0
7,304.3333333,0,0.033333333,May,1,0
15,1075.5,0,0.013333333,May,6,0
41,1919.24523,0.014875647,0.03167916,May,1,0
49,1714.868651,0.013711002,0.055127258,May,1,0
80,1143.371078,0.002463054,0.019057903,May,1,0
73,1209.761905,0.002816901,0.007668232,May,2,0
19,801.5833333,0.010526316,0.035087719,May,1,0
15,280.0833333,0.010526316,0.021052632,May,3,0
13,490.0833333,0,0.003636364,May,1,1
23,1146.5,0.015384615,0.023076923,May,2,1
36,2928.777778,0.002631579,0.021052632,May,2,0
28,606.4166667,0.027619048,0.03614966,May,3,0
41,1135.860714,0,0.025876068,May,2,0
68,3357.340476,0.018137255,0.028272059,May,3,0
1,0,0.2,0.2,May,1,0
3,96,0,0.066666667,May,1,0
52,1630.972222,0.012,0.026,May,6,0
14,924,0.014285714,0.028571429,May,1,0
46,1041.316345,0.000571429,0.013478622,May,2,0
1,0,0.2,0.2,May,3,0
36,1445.6,0.005714286,0.036190476,May,3,0
21,1853.535714,0,0.021727273,May,3,0
705,43171.23338,0.004851285,0.015431438,May,2,0
2,0,0.2,0.2,May,3,0
12,582.5,0,0.006666667,May,2,0
16,230.1,0,0.0125,May,2,0
7,355.6666667,0,0.038095238,May,1,0
122,1945.321429,0.018032787,0.033333333,May,2,0
27,589.5738095,0.007407407,0.005555556,May,3,0
26,572.8809524,0,0.007692308,May,2,0
21,1277.833333,0.008695652,0.036956522,May,2,0
35,539,0.005555556,0.011111111,May,2,1
14,340,0,0.015384615,May,2,1
79,1594.972222,0,0.015691057,May,2,0
62,2450.435809,0.003125,0.012783365,May,2,0
20,379.4166667,0.002857143,0.0295,May,3,0
9,193.6666667,0.007407407,0.047619048,May,1,0
19,1323.25,0.007692308,0.021816239,May,6,1
45,1754,0,0.014534161,May,3,0
34,2141.4,0.005405405,0.021621622,May,2,0
10,326.6666667,0,0.045454545,May,1,0
18,314.8333333,0,0.005882353,May,2,0
22,367.3761905,0,0.011038961,May,1,0
42,1349.25,0,0.004065041,May,1,0
45,848.2051282,0.004347826,0.022463768,May,4,0
7,116.5,0.028571429,0.057142857,May,1,0
99,3072.305403,0.001960784,0.020506536,May,2,0
21,2179.666667,0,0.002105263,May,2,0
22,382.4902597,0,0.009591837,May,2,0
5,112,0,0.02,May,2,0
1,0,0.2,0.2,May,1,0
11,314.25,0,0.003333333,May,2,0
23,1046.916667,0,0.004347826,May,2,1
10,1331,0,0.022222222,May,2,1
26,549.55,0.017241379,0.032758621,May,3,0
23,383,0.031818182,0.047575758,May,1,0
42,792.6666667,0,0.001626016,May,2,1
19,797.1666667,0,0.014035088,May,3,0
12,234,0.015384615,0.053846154,May,2,0
70,2860.5,0.009876543,0.025308642,May,4,0
11,1066,0.02,0.04,May,2,0
19,172.1111111,0.042105263,0.051929825,May,3,0
17,526.8333333,0,0.055882353,May,2,0
27,459.9636364,0.007407407,0.033950617,May,1,0
3,69,0,0.066666667,May,3,0
14,128.5,0.071428571,0.114285714,May,3,0
16,1432.5,0,0.03125,May,1,0
35,1475.266667,0.006944444,0.024867725,May,2,1
5,156,0.06,0.1,May,1,0
70,2720.7,0.017506494,0.031513142,May,3,0
24,182.4166667,0,0.0375,May,2,0
5,197,0,0.06,May,2,0
20,819.2715686,0.007972028,0.043864469,May,2,0
36,1934.990476,0.042083333,0.043815476,May,3,0
49,2382.428571,0.022641509,0.048227559,May,4,0
38,1417.666667,0.016117216,0.048717949,May,2,0
29,944.9166667,0,0.014285714,May,2,1
48,2235,0.004347826,0.025362319,May,2,0
4,48,0.05,0.075,May,2,0
19,837.3666667,0.021052632,0.054586466,May,1,0
4,334,0.08,0.116,May,1,0
28,608.5227273,0.015384615,0.021952663,May,2,0
12,347,0,0.023076923,May,1,1
18,299.5,0.015789474,0.022807018,May,2,1
8,298.6904762,0,0.002083333,May,3,0
20,419.6,0.038095238,0.068253968,Aug,3,0
7,80.5,0,0.01,Nov,3,0
57,1721.906667,0,0.005932203,Nov,2,1
48,2307.661212,0.025510204,0.035488428,Oct,1,0
16,307.6166667,0,0.010526316,Oct,1,0
14,478.6,0.04375,0.079166667,Jul,4,0
31,1514.3,0.036363636,0.066666667,Aug,1,0
6,86.53333333,0,0.066666667,Oct,1,0
1,0,0.1,0.2,Jul,2,0
22,2707.386667,0,0.009722222,Sep,3,0
1,0,0.2,0.2,Oct,1,0
33,1091.394074,0,0.003594771,Oct,4,0
69,1182.432333,0.000684932,0.002998087,Nov,2,1
16,1254,0,0.019327731,Nov,3,0
40,778.8333333,0,0.009469697,Aug,1,0
66,4152.7631,0.014979592,0.017561939,Sep,3,0
16,645.2,0.0125,0.05,Jul,4,0
