Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,Browser,Region
4,81,0,0,8,112.7285714,0,0.02,2,2
1,18,0,0,24,1571,0,0.016666667,2,2
0,0,0,0,11,241,0,0.018181818,2,5
0,0,0,0,11,187,0.031818182,0.068181818,2,1
3,91,2,338,11,451,0,0.006666667,2,1
2,85.5,0,0,42,1741.483333,0,0.002051282,10,1
1,42,2,80.5,46,838.6833333,0,0.015416667,2,1
5,36.33333333,3,53,22,406,0.002564103,0.013461538,1,1
0,0,0,0,18,437.1875,0.011111111,0.006878307,1,7
2,33,0,0,28,898.5,0,0.013333333,10,6
0,0,0,0,19,215.75,0,0.021052632,2,3
7,110.25,0,0,20,266.5833333,0.011111111,0.039753086,2,1
0,0,0,0,6,546,0,0.04,2,3
0,0,0,0,16,2156,0.01875,0.035416667,2,3
0,0,0,0,17,557.1666667,0.023529412,0.049509804,2,1
2,27,1,35,19,461.05,0.016666667,0.026190476,2,1
0,0,0,0,18,1473.333333,0.011111111,0.044444444,1,1
4,155.5,0,0,13,474.8333333,0,0.00625,2,1
0,0,0,0,1,0,0.2,0.2,1,4
0,0,0,0,6,212,0.026666667,0.03968254,2,3
5,487.5,0,0,11,500,0,0.015384615,8,1
0,0,3,56,10,369,0,0.016666667,1,4
0,0,0,0,5,136.6666667,0.02,0.12,2,1
0,0,0,0,10,243.2,0.02,0.04,2,4
0,0,0,0,12,459,0,0.02,4,3
5,376.8,3,105.6666667,6,441.4666667,0,0.003333333,2,1
4,985.5,4,308,6,328,0,0.015384615,2,3
0,0,0,0,3,36,0,0.033333333,2,1
0,0,0,0,20,518.6666667,0,0.011111111,2,2
7,606,1,33,26,631.4583333,0,0.007142857,1,7
11,1640.590909,0,0,16,1849.833333,0,0.013636364,1,2
1,0,0,0,8,436,0,0.022222222,4,6
0,0,0,0,5,132,0,0.04,1,1
2,63,0,0,35,850.3333333,0,0.005405405,2,3
11,228.0277778,1,32,17,457.7957265,0.007258065,0.044351348,2,9
0,0,0,0,5,143,0,0.04,4,1
6,136.5555556,0,0,59,3224.819084,0.002985075,0.011923715,4,2
3,76,0,0,24,1038.845238,0,0.008333333,2,4
0,0,0,0,1,0,0.2,0.2,1,1
0,0,0,0,6,216,0,0.033333333,4,7
2,11,0,0,20,363.6666667,0.01,0.016666667,2,1
1,0,0,0,17,1314.25,0.045833333,0.1,2,7
0,0,0,0,5,146,0.146666667,0.186666667,2,7
0,0,0,0,8,228,0,0.028571429,1,3
0,0,0,0,2,0,0.2,0.2,2,1
0,0,0,0,11,419.75,0,0.006060606,2,6
0,0,0,0,15,270,0.028571429,0.035714286,2,7
1,1.333333333,0,0,32,395.2222222,0.006060606,0.011111111,4,1
0,0,0,0,4,9,0.1,0.15,2,3
0,0,0,0,17,945.0108696,0.006334842,0.023889556,2,3
0,0,0,0,3,90,0,0.066666667,2,5
0,0,1,55,9,936.8333333,0,0.022222222,1,1
0,0,0,0,3,8,0,0.066666667,2,6
0,0,0,0,20,447.5,0.02,0.04,2,1
5,310,1,73,16,416.4,0,0.011111111,1,1
5,1417.5,0,0,36,1051.248276,0,0.002293202,2,5
3,960,0,0,10,1218,0,0.018181818,5,1
2,18,0,0,15,756.3333333,0.0125,0.0625,10,3
0,0,0,0,5,210,0.12,0.16,10,1
2,52,0,0,24,427.0833333,0.026388889,0.059722222,2,1
0,0,0,0,2,31,0,0.025,2,3
0,0,0,0,4,388,0.05,0.075,2,6
0,0,0,0,4,151.5,0,0.05,2,1
2,18.33333333,0,0,36,1387.606061,0.005263158,0.025438596,2,8
5,106,0,0,30,1418,0,0.010344828,2,3
6,91.88888889,0,0,25,437.2222222,0.028571429,0.035,2,1
3,18,0,0,14,411.5,0,0.023529412,2,8
2,36,0,0,13,142,0,0.013333333,2,4
0,0,1,28,13,474.6666667,0,0.014285714,2,1
2,17,0,0,20,1415.625,0.012698413,0.044761905,3,1
0,0,0,0,1,0,0,0.2,2,5
7,139.5,0,0,30,1448.752381,0.006060606,0.012878788,2,3
0,0,0,0,3,96.5,0,0.022222222,1,1
4,178,2,209,17,2777.666667,0,0.009090909,2,7
3,180,0,0,12,1436.5,0,0.013333333,2,2
2,107.3333333,0,0,8,224,0,0.01,2,7
4,52,1,7,46,3087,0.003773585,0.021383648,2,3
2,211,1,58,71,3424.583333,0.001315789,0.015,2,5
0,0,0,0,1,0,0.2,0.2,1,3
0,0,2,46,9,546,0,0.02,6,1
1,4,0,0,43,1418.5,0,0.018181818,1,2
1,69,0,0,8,423,0,0.025,4,1
4,183.25,1,21,20,651.4,0,0.004166667,1,1
2,55,0,0,6,249.5,0,0.033333333,2,7
0,0,0,0,11,337,0.045454545,0.061818182,1,9
0,0,0,0,1,0,0.2,0.2,1,1
0,0,0,0,26,1377.769697,0,0.008,2,7
0,0,1,83,16,223,0,0.023529412,2,1
1,3,2,373,6,66.83333333,0,0.0125,4,1
1,613.6666667,0,0,4,957,0.161904762,0.096298701,2,8
0,0,0,0,2,135,0,0.1,1,1
0,0,0,0,36,1166.72619,0,0.025,1,1
2,11.92307692,2,139,80,4099.737392,0.004117063,0.005279668,2,1
1,0,0,0,4,31,0,0.05,2,2
1,8,1,101,12,205.9761905,0.015384615,0.024358974,4,3
1,7,7,141,25,1644,0.002150538,0.018817204,4,1
2,102,0,0,4,268,0,0.013333333,2,1
0,0,0,0,8,158.5,0,0.05,1,1
1,7,0,0,11,298,0,0.006666667,2,3
3,1499.571429,1,186,31,2905.943651,0,0.010215054,6,7
0,0,0,0,41,419,0.01300813,0.03495935,2,1
0,0,0,0,5,279,0,0.04,2,2
1,0,0,0,43,1286.688889,0.004545455,0.030266123,2,1
1,74,0,0,49,1616.083333,0.004,0.016,2,6
2,1223,4,416,21,2755.67094,0.004545455,0.027575758,2,1
0,0,0,0,26,655.7833333,0.003846154,0.013782051,1,8
4,206.3333333,0,0,20,917.35,0,0.008333333,2,1
3,67,0,0,12,353,0,0.015384615,2,3
0,0,0,0,2,27,0,0.1,1,4
0,0,0,0,2,0,0.2,0.2,1,1
3,242,0,0,12,286,0,0.014285714,1,1
0,0,0,0,6,835.8333333,0.033333333,0.066666667,1,1
7,217.8333333,1,23.5,18,338.1272727,0,0.014393939,2,1
0,0,0,0,2,22,0,0.1,2,1
2,136.6666667,1,9.5,20,1572.571429,0,0.015873016,2,3
12,739.2091954,1,16,21,1321.059195,0.009032258,0.025133361,2,1
0,0,0,0,2,0,0.2,0.2,2,1
0,0,0,0,2,187,0.1,0.15,2,1
4,33,0,0,19,502.4583333,0,0.011904762,2,1
0,0,0,0,1,0,0.2,0.2,1,8
3,14,0,0,20,1424.928571,0.01,0.022222222,2,1
4,68.5,2,845,82,2448.784448,0.000374532,0.008907697,1,2
5,91.83333333,0,0,32,1480.666667,0,0.006857143,1,1
1,31,0,0,6,25.5,0.066666667,0.083333333,2,3
0,0,0,0,5,236,0,0.04,1,6
2,58,0,0,50,952.4345238,0,0.011538462,2,2
0,0,0,0,5,182,0,0.04,2,6
0,0,0,0,24,854.3333333,0,0.008333333,1,1
0,0,0,0,3,39,0,0.022222222,2,1
0,0,0,0,15,1332.833333,0.014285714,0.005714286,5,4
5,89.75,0,0,16,467.9166667,0.011111111,0.016666667,2,4
1,9.5,0,0,25,674.25,0,0.017307692,2,7
9,165.5,0,0,50,2207.391667,0.001724138,0.009972955,1,4
0,0,0,0,10,300,0,0.05,2,1
0,0,0,0,1,0,0.2,0.2,1,4
0,0,0,0,6,177.5,0.033333333,0.044444444,2,8
0,0,0,0,34,311.5,0,0.011764706,2,4
3,57,0,0,15,486.5166667,0,0.011111111,2,5
0,0,1,255,15,1418.25,0,0.00625,2,3
1,13,0,0,10,391.85,0.018055556,0.046984127,2,4
3,63,0,0,10,142.6666667,0,0.015384615,2,7
3,134,0,0,53,1659.319697,0,0.00380117,1,1
0,0,0,0,1,0,0.2,0.2,2,3
0,0,0,0,1,0,0.2,0.2,2,1
0,0,0,0,59,1560.601163,0.005172414,0.010673235,1,1
2,34,0,0,65,1451.227362,0.003030303,0.008492896,2,1
4,67.07142857,0,0,21,2588.958333,0,0.011041667,2,2
0,0,0,0,1,0,0.2,0.2,2,1
0,0,0,0,3,80,0,0.033333333,2,1
0,0,0,0,1,0,0.2,0.2,2,9
8,87.5,0,0,31,496.5833333,0.005405405,0.012612613,2,7
1,22,0,0,21,678.2738095,0,0.012878788,2,1
0,0,0,0,4,55,0,0.05,2,1
0,0,0,0,4,34,0.1,0.15,2,6
1,17.5,0,0,8,163,0,0.011111111,2,1
0,0,0,0,7,286.5,0,0.042857143,3,3
0,0,0,0,20,1395.258333,0,0.011111111,1,1
1,14,0,0,10,90,0,0.018181818,2,2
5,69.33333333,1,0,5,142,0,0.022222222,2,3
2,148,0,0,9,416.6666667,0,0.004545455,2,6
1,85,4,208.5,12,413.8,0,0.003921569,1,1
0,0,0,0,2,403,0.1,0.15,10,3
0,0,0,0,6,106,0.1,0.116666667,2,1
4,103,1,41,16,515,0,0.010526316,2,3
0,0,0,0,26,392,0.007692308,0.030128205,2,4
0,0,0,0,1,0,0.2,0.2,4,3
2,33,0,0,25,1720,0,0.007692308,5,3
1,69.5,0,0,8,226.5,0,0.0125,2,1
0,0,0,0,10,130.1666667,0.055555556,0.083333333,2,1
7,77.5,0,0,14,192.9333333,0,0.013333333,2,1
4,171,0,0,20,745.3333333,0.00952381,0.028571429,2,1
2,94,0,0,5,97,0,0.033333333,3,1
0,0,0,0,4,233,0.05,0.075,4,2
7,64.14285714,1,0,20,1409.809524,0.008695652,0.035507246,2,3
0,0,0,0,12,448.5,0,0.033333333,2,1
0,0,0,0,6,73.75,0.033333333,0.044444444,2,3
4,143,1,20.5,10,386.15,0,0.015384615,1,7
1,26,0,0,16,638.8333333,0,0.0125,4,2
3,221,0,0,17,489.5833333,0,0.011764706,1,1
1,10,0,0,23,660.8166667,0,0.025,4,1
4,118,3,67,44,1489.144444,0.004081633,0.014693878,2,6
1,0,0,0,20,2270.833333,0,0.023809524,2,3
1,38,0,0,12,121,0.028571429,0.025,2,4
0,0,0,0,15,296,0,0.04,5,2
3,124,0,0,0,0,0,0.033333333,2,6
0,0,0,0,12,481.8333333,0,0.018181818,1,1
2,117,0,0,13,309.9333333,0,0.013333333,2,2
0,0,0,0,7,55,0.057142857,0.114285714,2,1
2,75,0,0,14,851,0,0.014285714,1,1
0,0,0,0,1,0,0.2,0.2,2,3
0,0,0,0,3,55,0.066666667,0.1,2,3
0,0,0,0,7,88.33333333,0,0.042857143,2,1
2,94,0,0,25,893.1,0,0.009615385,4,4
3,219,0,0,12,526.3333333,0.022222222,0.058571429,1,3
2,45,0,0,26,535.3459596,0.007407407,0.01051332,4,3
3,60.83333333,0,0,18,884.6333333,0.021052632,0.041140351,2,3
0,0,0,0,2,24,0,0.05,2,3
0,0,3,100,22,2175.993651,0.01,0.049312469,2,3
2,14,0,0,8,57,0,0.057142857,2,4
0,0,0,0,28,1028.116667,0,0.008928571,4,1
0,0,0,0,4,93,0,0.1,2,9
8,182.6480519,6,291.5,35,1373.464719,0.001550388,0.018148931,2,6
8,154.2916667,0,0,34,991.3678571,0.005263158,0.01443609,2,2
0,0,0,0,1,1,0,0.1,2,2
0,0,0,0,7,147.25,0.028571429,0.045714286,1,6
0,0,0,0,2,0,0.2,0.2,2,4
0,0,0,0,1,0,0.2,0.2,2,1
0,0,0,0,9,1225.5,0.022222222,0.044444444,2,9
0,0,0,0,3,183,0,0.066666667,1,1
0,0,0,0,10,250.8,0,0.01,2,4
2,17,1,105,9,148.25,0.02,0.022,2,1
2,32,1,70,16,504.0833333,0.005714286,0.019047619,2,3
0,0,0,0,43,1650.416667,0,0.003875969,2,7
0,0,1,0,28,2743.216667,0.020689655,0.042528736,5,2
5,108.2,0,0,37,1288.533333,0.005263158,0.028070175,2,1
0,0,0,0,15,447.5,0.03,0.065333333,2,4
10,1559.75,1,7,41,1663.761905,0.004347826,0.015942029,1,1
5,249.1666667,0,0,22,1165.583333,0,0.001242236,2,8
2,37,0,0,3,17,0,0.05,2,1
1,0,1,60.5,46,1038.916667,0.021276596,0.039007092,2,6
0,0,0,0,12,249.5,0.005555556,0.025,7,7
5,65,2,34,17,1302.5,0,0.016666667,1,1
0,0,0,0,10,172.5,0.01,0.043333333,2,3
6,143.1666667,0,0,50,925.947619,0,0.010160428,2,1
4,66.33333333,2,58.16666667,38,1524.702381,0,0.006628788,2,3
4,14,0,0,13,288,0.0125,0.0375,1,4
0,0,0,0,1,0,0.2,0.2,2,1
0,0,2,31,3,47,0.04,0.08,1,6
0,0,0,0,1,0,0.2,0.2,2,3
0,0,0,0,4,63,0,0.05,1,2
0,0,0,0,13,1476.3,0.007692308,0.012820513,2,3
0,0,0,0,9,685,0,0.022222222,2,7
5,102.5333333,0,0,74,2396.690316,0.002699055,0.020349845,5,6
0,0,0,0,7,451.8333333,0.028571429,0.076190476,2,1
0,0,0,0,25,1512.52381,0,0.024,2,3
1,85,0,0,14,306.5,0,0.004444444,2,3
0,0,0,0,5,62,0.12,0.14,2,3
6,197.8,0,0,48,3332.293511,0,0.007847222,1,1
1,63,1,0,22,2815.416667,0,0.0125,2,3
3,31.5,0,0,13,956.5,0,0.04,2,1
7,81.25,0,0,37,1500.422543,0.014634146,0.015338753,4,1
0,0,0,0,20,2271,0,0.025,2,1
2,120,0,0,8,588.1666667,0,0.007407407,1,1
4,149.25,0,0,27,1212.809524,0,0.020967742,2,7
5,172.2,0,0,23,792.7222222,0,0.010714286,2,1
5,523.9166667,2,21,25,439.5238095,0,0.023333333,2,7
0,0,0,0,2,5,0,0.1,2,1
1,19,0,0,22,525.2666667,0,0.007709751,2,7
11,377.8333333,0,0,40,1337.842794,0.008695652,0.022304507,2,3
4,129.4166667,3,62,43,1770.625,0.004255319,0.015153664,5,6
9,298.6666667,0,0,27,1084.5,0,0.010784314,2,1
0,0,0,0,1,0,0.2,0.2,2,7
0,0,0,0,93,4261.842857,0.002930403,0.021080839,3,8
3,59,0,0,29,527.2083333,0,0.011330049,4,1
0,0,0,0,4,0,0.2,0.2,2,3
0,0,0,0,7,110,0.057142857,0.142857143,2,8
0,0,0,0,15,1733.666667,0,0.026666667,2,7
1,5,0,0,12,306,0,0.02,2,6
0,0,0,0,2,62,0,0.05,1,2
0,0,0,0,2,5,0,0.1,2,3
0,0,0,0,14,198.5221501,0.001230769,0.06797235,1,9
0,0,0,0,17,504,0,0.02125,2,3
24,876.2333333,5,625.5,34,1588.666667,0,0.013800705,2,5
1,95.5,0,0,7,381.5,0,0.025,1,3
6,129.75,0,0,42,1173.07,0,0.005319149,2,3
6,408.2,0,0,33,878.6238095,0,0.02045045,2,1
0,0,1,0,35,1928,0.008333333,0.023611111,5,8
0,0,0,0,5,83,0.04,0.06,2,1
0,0,0,0,1,0,0.2,0.2,1,1
2,24.42857143,7,278.1666667,76,2735.728571,0.002439024,0.024843206,5,2
4,52.33333333,1,239,14,337.5,0,0.011764706,5,1
0,0,0,0,1,0,0.2,0.2,2,1
10,382.8333333,4,319.3,72,4163.797619,0.000297619,0.010912698,2,6
0,0,1,65,15,1728.321429,0.014285714,0.016428571,1,6
0,0,0,0,6,255,0,0.008333333,2,8
0,0,0,0,13,449.6,0,0.015384615,2,1
1,27.5,0,0,11,243.6666667,0,0.018181818,2,1
6,475,0,0,33,2760.716667,0.038596491,0.056282051,2,1
2,6,0,0,42,1503.25,0.001550388,0.031007752,2,6
2,210,0,0,10,591.1666667,0.02,0.016,2,1
2,31.5,0,0,12,402.5,0,0.0025,2,7
5,46,1,17,33,1540.583333,0,0.01547619,2,2
9,546,0,0,28,1561.083333,0.01,0.03,2,7
1,47.5,0,0,15,1330.3,0,0.005128205,4,2
0,0,0,0,2,42,0,0.05,2,6
0,0,0,0,5,360.75,0,0.04,4,3
3,48.33333333,0,0,15,245.5,0.014285714,0.028571429,2,3
0,0,0,0,4,7,0,0.05,2,1
3,28.5,0,0,15,608.4166667,0,0.035294118,5,1
0,0,0,0,18,708.25,0,0.045098039,1,1
1,30,0,0,7,157.5,0,0.025,2,3
2,16,0,0,33,1123.242857,0.006060606,0.021969697,2,3
0,0,0,0,19,926.6333333,0.011111111,0.02962963,2,2
0,0,0,0,39,2808.666667,0,0.01025641,2,1
0,0,0,0,26,1685.266667,0.007692308,0.034615385,2,6
1,10,1,0,69,2124.726768,0.002898551,0.009090177,2,2
3,79,0,0,38,1272.916667,0.004878049,0.020139373,4,2
2,18,0,0,30,474.5,0,0.003225806,1,3
7,250.3333333,0,0,7,180.3333333,0,0.02,2,1
2,77,0,0,43,1607.297619,0.002272727,0.015909091,2,1
2,12,0,0,8,60,0,0.02,2,3
6,77.33333333,1,52.33333333,6,126.6666667,0,0.016666667,1,1
0,0,0,0,7,865.2777778,0,0.029004329,1,1
0,0,0,0,49,2612.357143,0,0.00952381,2,1
0,0,0,0,22,850.2083333,0,0.016666667,1,1
4,63.33333333,0,0,13,556.6666667,0,0.001666667,1,1
0,0,0,0,9,186.7,0,0.022222222,2,1
7,108.6666667,6,853.75,194,6737.271825,0.000123762,0.006138614,5,1
0,0,0,0,24,1762.25,0.008333333,0.016666667,2,2
7,230.1666667,3,222,140,8961.407671,0.00137931,0.012980564,5,2
1,3,0,0,14,128,0,0.028571429,2,1
0,0,0,0,8,213.5,0,0.05,5,1
0,0,0,0,21,849.8833333,0.012698413,0.032063492,1,1
0,0,0,0,1,0,0.2,0.2,2,2
2,15,0,0,13,77,0.014285714,0.028571429,2,9
0,0,0,0,2,73,0.05,0.15,2,1
0,0,0,0,8,316,0,0.019047619,1,1
1,18,4,123.5,24,4114.083333,0,0.003571429,1,1
1,5.5,1,12,54,1470.966667,0.009090909,0.024545455,2,4
0,0,0,0,7,451,0,0.033333333,2,4
0,0,0,0,3,48,0,0.033333333,2,5
0,0,0,0,3,189,0,0.066666667,2,8
0,0,0,0,27,780.1666667,0,0.022222222,4,3
3,79.75,0,0,3,73.5,0.04,0.077777778,2,1
2,60,0,0,20,717.6166667,0,0.004761905,5,9
11,2047.234848,9,1146.666667,45,3641.213151,0.002636535,0.014311471,2,1
0,0,0,0,1,0,0.2,0.2,2,1
3,14.5,0,0,25,1040.75,0,0.024266667,1,1
1,11.42857143,0,0,13,833.2333333,0,0.005555556,2,3
0,0,0,0,1,0,0.2,0.2,2,7
3,32,0,0,20,453.625,0,0.001058201,2,1
0,0,0,0,5,51.25,0,0.02,2,1
11,348.6547619,1,11,64,1229.289286,0,0.002493853,2,1
0,0,0,0,28,1202,0,0.014285714,2,1
0,0,0,0,4,538,0,0.075,1,4
7,187.8333333,0,0,36,1775.516667,0,0.0089599,1,1
1,9,0,0,7,638,0.0375,0.045833333,1,1
5,184.3333333,1,108,10,558.8,0,0.014285714,2,7
0,0,0,0,3,190,0.033333333,0.1,2,4
2,66,1,0,10,302,0.042857143,0.05952381,6,3
0,0,0,0,5,164,0.04,0.04,2,1
0,0,0,0,5,218,0,0.04,2,1
2,124,0,0,13,495,0,0.028571429,4,5
0,0,0,0,2,30,0,0.1,2,4
2,69,2,92,37,796.9571429,0,0.0242741,2,7
1,41,0,0,9,314.9,0,0.04,1,6
2,14,0,0,49,789.9583333,0.004166667,0.015097222,2,7
0,0,0,0,19,422.8333333,0.010526316,0.045614035,2,1
0,0,0,0,7,362,0,0.028571429,2,1
0,0,0,0,18,628.8333333,0,0.005555556,1,2
1,24,1,239,11,839.5,0.016666667,0.05,1,4
0,0,0,0,31,5764.366667,0.032258065,0.055591398,2,7
0,0,0,0,3,161,0,0.066666667,2,1
1,6,0,0,20,739.8333333,0.019047619,0.030952381,2,3
0,0,0,0,5,66,0,0.053333333,2,3
1,412,0,0,54,2377,0,0.005090909,2,9
0,0,0,0,2,22,0,0.1,2,3
0,0,0,0,9,381,0,0.025,2,6
14,1130.502941,6,261.6333333,26,2559.898333,0.015789474,0.017422643,2,1
0,0,0,0,23,553.15,0.034782609,0.069565217,2,3
0,0,0,0,37,651,0.005405405,0.018918919,2,3
0,0,0,0,1,0,0.2,0.2,2,7
0,0,3,65,15,1957.616667,0,0.00625,1,1
0,0,0,0,2,0,0.2,0.2,2,6
5,132.4666667,0,0,59,1660.222222,0,0.011753515,2,2
0,0,0,0,8,170,0.075,0.08,1,7
0,0,0,0,4,47,0.1,0.125,2,1
0,0,0,0,7,165,0.042857143,0.1,2,2
1,4,0,0,0,0,0,0.066666667,1,8
0,0,0,0,14,406.8666667,0,0.007142857,4,1
4,82,0,0,23,570.5166667,0.007407407,0.024074074,2,7
0,0,0,0,37,1138.5,0,0.013513514,2,1
0,0,0,0,63,2777.616667,0,0.014086022,2,3
5,73.5,0,0,26,463.7583333,0,0.001346801,2,3
0,0,0,0,1,0,0.2,0.2,3,1
4,25.5,0,0,28,775.5,0.006451613,0.027915633,2,4
2,236,0,0,18,490.0666667,0,0.013333333,1,4
0,0,0,0,14,266.0166667,0,0.042857143,2,1
0,0,0,0,5,1306,0.06,0.12,2,5
4,158.3333333,1,9,9,634.2,0.005555556,0.008095238,2,1
0,0,0,0,1,0,0,0.2,2,1
6,187,0,0,22,1220.433333,0.007692308,0.01025641,2,3
8,206,3,132,39,1750.333333,0,0.008695652,2,1
1,41,0,0,43,1087.25,0,0.013636364,2,1
0,0,0,0,22,762.547619,0,0.017391304,2,1
0,0,0,0,9,244.5,0,0.011111111,2,1
0,0,0,0,10,1010,0.022222222,0.044444444,2,1
0,0,0,0,2,32,0,0.1,4,3
7,170,0,0,27,1342.666667,0.003333333,0.023333333,2,1
2,9,1,201,33,1593.388889,0.011428571,0.031515152,2,1
0,0,0,0,9,639,0,0.025,1,2
0,0,0,0,4,521,0.1,0.15,3,7
1,87,3,40,17,546,0,0.004761905,6,1
0,0,0,0,8,377.5,0.0125,0.025,2,4
0,0,0,0,14,183.6666667,0,0.004761905,2,3
0,0,0,0,5,84,0.04,0.06,2,2
5,217.6666667,0,0,18,494.6666667,0,0.019931973,2,1
8,699.1666667,0,0,62,1003.965152,0.009850746,0.039110006,4,3
1,9,0,0,32,536.6833333,0,0.00058651,2,1
8,227.5326923,3,292.6842105,66,3025.521713,0.015995116,0.025541275,2,3
2,78,0,0,24,424,0,0.001190476,1,3
0,0,0,0,5,171.5,0,0.02,1,1
1,4.75,2,78,67,1231.136508,0.002985075,0.0110199,6,1
6,101.3333333,0,0,10,266.5,0.028571429,0.028571429,2,4
0,0,0,0,16,1533,0,0.00625,2,7
1,7,2,562,36,1300.190476,0.010810811,0.038738739,2,1
0,0,0,0,2,74,0.1,0.15,2,1
3,14.5,2,907.8333333,28,804.2833333,0.014141414,0.044155844,5,9
1,9,0,0,19,734.5833333,0.016666667,0.044444444,10,1
2,60,0,0,44,3113.516667,0.001481481,0.016,2,3
0,0,0,0,3,64,0,0.066666667,2,1
1,3,0,0,7,114.8333333,0.014285714,0.007142857,2,1
0,0,0,0,6,95.5,0,0.033333333,2,7
0,0,0,0,7,93.66666667,0.028571429,0.04,1,1
1,54,0,0,3,59,0,0.05,2,9
0,0,0,0,3,26,0,0.05,2,1
0,0,0,0,62,1136.60303,0,0.003517665,1,1
6,190.2857143,6,609,47,2989.494048,0,0.004813218,2,1
2,15.66666667,0,0,30,1724.25,0.013793103,0.032413793,2,3
8,183,4,571.5,14,333.6,0,0.01,1,1
1,14,0,0,21,334.7857143,0,0.023333333,2,1
0,0,0,0,9,355.1666667,0,0.004166667,4,1
5,248.5,0,0,11,456.6666667,0,0.003571429,2,4
0,0,0,0,15,1298.5,0.026666667,0.04,2,8
1,25,0,0,28,2258.833333,0.007142857,0.046428571,2,3
2,21,0,0,65,2881.133333,0,0.002985075,2,4
0,0,0,0,10,206.5,0,0.02,2,1
0,0,0,0,8,143,0,0.0125,2,1
1,146,0,0,11,267.8333333,0.018181818,0.036363636,1,4
0,0,1,57,5,454,0,0.05,2,3
5,274.3333333,0,0,13,717.6,0,0.001960784,1,3
14,1155.666667,0,0,20,1069.16829,0,0.013,5,1
0,0,0,0,27,807.8333333,0.022222222,0.041975309,2,3
0,0,0,0,15,477,0,0.02,2,2
6,355.5,0,0,11,134.9,0.013333333,0.005333333,2,1
3,35,0,0,16,314,0,0.052631579,5,7
0,0,0,0,5,59,0.08,0.12,2,7
6,99,1,1,23,637,0,0.002469136,5,9
0,0,6,270.3333333,11,160.5,0,0.004761905,4,1
0,0,0,0,8,1577,0,0.025,1,1
2,21,0,0,11,660.1666667,0,0.016666667,2,1
0,0,0,0,7,169,0,0.057142857,2,3
0,0,0,0,6,89.33333333,0,0.066666667,4,3
4,74,0,0,37,2517.048459,0.005128205,0.019615385,2,2
0,0,1,0,1,44,0,0.1,2,6
0,0,0,0,5,29,0,0.04,2,7
0,0,0,0,2,86,0,0.1,4,3
2,66,0,0,18,229.75,0.021052632,0.031578947,2,1
0,0,0,0,4,17,0,0.075,2,1
1,24,0,0,17,498.3333333,0,0.021052632,2,6
0,0,0,0,1,0,0.2,0.2,2,2
5,32,2,3,33,1039.766667,0,0.02027027,4,3
3,78,0,0,11,369.1666667,0,0.023076923,2,3
0,0,0,0,23,1669,0,0.017391304,4,7
0,0,0,0,3,44.5,0,0.066666667,1,3
0,0,0,0,6,140,0,0.033333333,2,1
1,102.5,0,0,5,97,0,0.011111111,2,1
4,103,0,0,13,250.1666667,0,0.030612245,2,1
2,52,0,0,17,221.2,0,0.001754386,2,4
0,0,0,0,12,127,0.016666667,0.041666667,2,9
4,352,0,0,17,229.3333333,0.011111111,0.031481481,1,1
0,0,0,0,7,370.8333333,0.028571429,0.057142857,2,2
5,120,1,0,27,1583.596154,0,0.028282828,2,4
9,162.05,0,0,27,399.6939394,0,0.009195402,1,7
1,26,1,55,12,457,0.014285714,0.04047619,2,9
0,0,0,0,3,24,0.066666667,0.133333333,2,3
0,0,0,0,5,180.3333333,0.02,0.02,1,1
0,0,0,0,15,581.4166667,0,0.007142857,5,1
0,0,0,0,13,574.6666667,0,0.061538462,2,8
0,0,0,0,5,56,0,0.08,2,1
0,0,0,0,16,1011,0,0.025,2,1
0,0,0,0,15,139.8333333,0.026666667,0.053333333,2,6
1,6,0,0,16,608.8333333,0.011764706,0.026666667,2,1
0,0,0,0,6,1251,0.033333333,0.066666667,2,1
0,0,0,0,14,264.5,0,0.007142857,2,1
6,45.83333333,2,284,54,1509.8,0,0.006779661,2,7
0,0,0,0,22,356.8,0,0.016666667,2,2
2,77.5,0,0,19,598.7833333,0,0.002631579,2,2
0,0,0,0,4,298,0.1,0.15,2,1
4,136,0,0,31,1141.833333,0,0.006060606,1,1
0,0,0,0,6,93,0,0.033333333,2,8
2,76,0,0,40,1209.802992,0.004878049,0.01624838,1,2
0,0,0,0,1,0,0.2,0.2,2,2
0,0,0,0,2,67,0,0.1,1,4
3,275,1,29.5,30,1107.047619,0,0.017760943,2,3
7,161,3,775.5,19,4996.666667,0.008,0.026,4,8
3,206.6666667,0,0,15,936.1666667,0.01875,0.09375,4,3
0,0,0,0,16,666.1,0,0.014285714,2,1
2,28,0,0,6,170.8333333,0,0.007142857,2,7
0,0,0,0,37,1118.647186,0,0.008148148,1,1
0,0,0,0,2,86,0,0.05,1,1
2,24,0,0,28,1206.614719,0,0.023222222,2,1
5,238.375,0,0,24,2174.375,0.008928571,0.017460317,2,3
0,0,0,0,2,30.5,0,0.05,2,4
0,0,0,0,6,330,0.066666667,0.1,2,8
0,0,0,0,13,437.25,0.069230769,0.102564103,1,3
1,4,2,11,110,3211.827706,0.003571429,0.012916667,2,1
0,0,0,0,59,3036.4,0,0.021186441,2,6
0,0,0,0,9,640.6666667,0,0.011111111,2,7
0,0,0,0,30,480.25,0.007777778,0.025,2,7
7,213.3916667,0,0,32,1350.391667,0,0.017877551,2,1
0,0,0,0,7,38,0,0.042857143,2,3
